frequency	V(onoise)	V(r1)
2.187761623949537e+001	8.499774e-007	8.037949e-007
2.238721138568324e+001	8.499243e-007	8.037948e-007
2.290867652767757e+001	8.498724e-007	8.037946e-007
2.344228815319906e+001	8.498216e-007	8.037944e-007
2.398832919019474e+001	8.497720e-007	8.037942e-007
2.454708915685013e+001	8.497235e-007	8.037940e-007
2.511886431509563e+001	8.496761e-007	8.037938e-007
2.570395782768846e+001	8.496298e-007	8.037936e-007
2.630267991895363e+001	8.495845e-007	8.037933e-007
2.691534803926897e+001	8.495402e-007	8.037931e-007
2.754228703338147e+001	8.494969e-007	8.037929e-007
2.818382931264434e+001	8.494546e-007	8.037926e-007
2.884031503126585e+001	8.494132e-007	8.037924e-007
2.951209226666364e+001	8.493727e-007	8.037921e-007
3.019951720401994e+001	8.493332e-007	8.037917e-007
3.090295432513568e+001	8.492945e-007	8.037915e-007
3.162277660168356e+001	8.492566e-007	8.037911e-007
3.235936569296258e+001	8.492196e-007	8.037908e-007
3.311311214825886e+001	8.491834e-007	8.037904e-007
3.388441561392000e+001	8.491481e-007	8.037900e-007
3.467368504525290e+001	8.491135e-007	8.037897e-007
3.548133892335728e+001	8.490796e-007	8.037892e-007
3.630780547700986e+001	8.490465e-007	8.037889e-007
3.715352290971697e+001	8.490141e-007	8.037884e-007
3.801893963205583e+001	8.489824e-007	8.037879e-007
3.890451449942776e+001	8.489515e-007	8.037874e-007
3.981071705534941e+001	8.489211e-007	8.037869e-007
4.073802778041095e+001	8.488915e-007	8.037863e-007
4.168693834703321e+001	8.488624e-007	8.037858e-007
4.265795188015893e+001	8.488340e-007	8.037852e-007
4.365158322401625e+001	8.488062e-007	8.037846e-007
4.466835921509595e+001	8.487790e-007	8.037840e-007
4.570881896148713e+001	8.487523e-007	8.037833e-007
4.677351412871944e+001	8.487262e-007	8.037825e-007
4.786300923226344e+001	8.487007e-007	8.037818e-007
4.897788193684422e+001	8.486757e-007	8.037811e-007
5.011872336272682e+001	8.486512e-007	8.037802e-007
5.128613839913606e+001	8.486272e-007	8.037794e-007
5.248074602497682e+001	8.486037e-007	8.037785e-007
5.370317963702482e+001	8.485807e-007	8.037775e-007
5.495408738576199e+001	8.485581e-007	8.037766e-007
5.623413251903443e+001	8.485359e-007	8.037755e-007
5.754399373371521e+001	8.485142e-007	8.037745e-007
5.888436553555840e+001	8.484930e-007	8.037733e-007
6.025595860743526e+001	8.484721e-007	8.037722e-007
6.165950018614769e+001	8.484516e-007	8.037709e-007
6.309573444801878e+001	8.484315e-007	8.037696e-007
6.456542290346499e+001	8.484117e-007	8.037683e-007
6.606934480075903e+001	8.483923e-007	8.037669e-007
6.760829753919759e+001	8.483733e-007	8.037654e-007
6.918309709189305e+001	8.483546e-007	8.037638e-007
7.079457843841317e+001	8.483362e-007	8.037622e-007
7.244359600749837e+001	8.483181e-007	8.037605e-007
7.413102413009111e+001	8.483003e-007	8.037588e-007
7.585775750291771e+001	8.482828e-007	8.037569e-007
7.762471166286849e+001	8.482655e-007	8.037550e-007
7.943282347242744e+001	8.482485e-007	8.037529e-007
8.128305161640920e+001	8.482318e-007	8.037508e-007
8.317637711026636e+001	8.482153e-007	8.037485e-007
8.511380382023688e+001	8.481990e-007	8.037462e-007
8.709635899560728e+001	8.481829e-007	8.037438e-007
8.912509381337374e+001	8.481670e-007	8.037412e-007
9.120108393559013e+001	8.481513e-007	8.037385e-007
9.332543007969824e+001	8.481358e-007	8.037357e-007
9.549925860214270e+001	8.481204e-007	8.037327e-007
9.772372209558016e+001	8.481052e-007	8.037297e-007
9.999999999999906e+001	8.480901e-007	8.037265e-007
1.023292992280745e+002	8.480751e-007	8.037231e-007
1.047128548050890e+002	8.480602e-007	8.037196e-007
1.071519305237596e+002	8.480454e-007	8.037159e-007
1.096478196143175e+002	8.480307e-007	8.037121e-007
1.122018454301953e+002	8.480161e-007	8.037080e-007
1.148153621496872e+002	8.480015e-007	8.037038e-007
1.174897554939518e+002	8.479870e-007	8.036994e-007
1.202264434617402e+002	8.479724e-007	8.036947e-007
1.230268770812370e+002	8.479579e-007	8.036899e-007
1.258925411794155e+002	8.479435e-007	8.036848e-007
1.288249551693122e+002	8.479290e-007	8.036795e-007
1.318256738556394e+002	8.479144e-007	8.036740e-007
1.348962882591640e+002	8.478997e-007	8.036682e-007
1.380384264602871e+002	8.478851e-007	8.036621e-007
1.412537544622740e+002	8.478703e-007	8.036558e-007
1.445439770745913e+002	8.478555e-007	8.036492e-007
1.479108388168193e+002	8.478405e-007	8.036422e-007
1.513561248436193e+002	8.478253e-007	8.036350e-007
1.548816618912466e+002	8.478100e-007	8.036274e-007
1.584893192461097e+002	8.477946e-007	8.036195e-007
1.621810097358913e+002	8.477789e-007	8.036111e-007
1.659586907437543e+002	8.477631e-007	8.036025e-007
1.698243652461727e+002	8.477470e-007	8.035934e-007
1.737800828749357e+002	8.477307e-007	8.035839e-007
1.778279410038904e+002	8.477140e-007	8.035740e-007
1.819700858609964e+002	8.476972e-007	8.035636e-007
1.862087136662848e+002	8.476799e-007	8.035528e-007
1.905460717963227e+002	8.476623e-007	8.035414e-007
1.949844599758025e+002	8.476443e-007	8.035296e-007
1.995262314968859e+002	8.476260e-007	8.035172e-007
2.041737944669508e+002	8.476072e-007	8.035043e-007
2.089296130854017e+002	8.475880e-007	8.034908e-007
2.137962089502209e+002	8.475683e-007	8.034767e-007
2.187761623949529e+002	8.475482e-007	8.034619e-007
2.238721138568316e+002	8.475274e-007	8.034465e-007
2.290867652767749e+002	8.475061e-007	8.034305e-007
2.344228815319897e+002	8.474842e-007	8.034137e-007
2.398832919019465e+002	8.474617e-007	8.033962e-007
2.454708915685004e+002	8.474386e-007	8.033779e-007
2.511886431509553e+002	8.474147e-007	8.033588e-007
2.570395782768836e+002	8.473901e-007	8.033389e-007
2.630267991895354e+002	8.473648e-007	8.033181e-007
2.691534803926887e+002	8.473386e-007	8.032964e-007
2.754228703338137e+002	8.473116e-007	8.032738e-007
2.818382931264423e+002	8.472838e-007	8.032502e-007
2.884031503126574e+002	8.472550e-007	8.032256e-007
2.951209226666354e+002	8.472253e-007	8.032000e-007
3.019951720401983e+002	8.471946e-007	8.031732e-007
3.090295432513557e+002	8.471628e-007	8.031454e-007
3.162277660168345e+002	8.471300e-007	8.031163e-007
3.235936569296247e+002	8.470960e-007	8.030861e-007
3.311311214825875e+002	8.470609e-007	8.030546e-007
3.388441561391988e+002	8.470245e-007	8.030219e-007
3.467368504525278e+002	8.469869e-007	8.029877e-007
3.548133892335715e+002	8.469480e-007	8.029522e-007
3.630780547700973e+002	8.469077e-007	8.029153e-007
3.715352290971684e+002	8.468660e-007	8.028769e-007
3.801893963205569e+002	8.468228e-007	8.028369e-007
3.890451449942762e+002	8.467782e-007	8.027954e-007
3.981071705534927e+002	8.467320e-007	8.027523e-007
4.073802778041081e+002	8.466841e-007	8.027074e-007
4.168693834703306e+002	8.466347e-007	8.026609e-007
4.265795188015877e+002	8.465835e-007	8.026126e-007
4.365158322401609e+002	8.465306e-007	8.025625e-007
4.466835921509579e+002	8.464758e-007	8.025104e-007
4.570881896148697e+002	8.464192e-007	8.024566e-007
4.677351412871927e+002	8.463606e-007	8.024007e-007
4.786300923226327e+002	8.463002e-007	8.023428e-007
4.897788193684405e+002	8.462377e-007	8.022829e-007
5.011872336272664e+002	8.461732e-007	8.022208e-007
5.128613839913588e+002	8.461066e-007	8.021567e-007
5.248074602497665e+002	8.460378e-007	8.020903e-007
5.370317963702464e+002	8.459670e-007	8.020218e-007
5.495408738576181e+002	8.458938e-007	8.019509e-007
5.623413251903425e+002	8.458184e-007	8.018778e-007
5.754399373371501e+002	8.457408e-007	8.018023e-007
5.888436553555820e+002	8.456608e-007	8.017246e-007
6.025595860743506e+002	8.455785e-007	8.016444e-007
6.165950018614748e+002	8.454938e-007	8.015618e-007
6.309573444801856e+002	8.454068e-007	8.014768e-007
6.456542290346476e+002	8.453174e-007	8.013894e-007
6.606934480075879e+002	8.452255e-007	8.012995e-007
6.760829753919735e+002	8.451313e-007	8.012071e-007
6.918309709189280e+002	8.450347e-007	8.011124e-007
7.079457843841292e+002	8.449356e-007	8.010152e-007
7.244359600749812e+002	8.448341e-007	8.009155e-007
7.413102413009084e+002	8.447303e-007	8.008135e-007
7.585775750291745e+002	8.446241e-007	8.007091e-007
7.762471166286822e+002	8.445156e-007	8.006023e-007
7.943282347242717e+002	8.444048e-007	8.004932e-007
8.128305161640892e+002	8.442918e-007	8.003818e-007
8.317637711026607e+002	8.441765e-007	8.002681e-007
8.511380382023659e+002	8.440591e-007	8.001523e-007
8.709635899560698e+002	8.439397e-007	8.000345e-007
8.912509381337344e+002	8.438182e-007	7.999145e-007
9.120108393558983e+002	8.436948e-007	7.997926e-007
9.332543007969792e+002	8.435696e-007	7.996688e-007
9.549925860214238e+002	8.434425e-007	7.995433e-007
9.772372209557982e+002	8.433139e-007	7.994160e-007
9.999999999999872e+002	8.431836e-007	7.992871e-007
1.023292992280741e+003	8.430520e-007	7.991568e-007
1.047128548050886e+003	8.429190e-007	7.990251e-007
1.071519305237592e+003	8.427847e-007	7.988922e-007
1.096478196143171e+003	8.426494e-007	7.987582e-007
1.122018454301949e+003	8.425131e-007	7.986231e-007
1.148153621496868e+003	8.423760e-007	7.984872e-007
1.174897554939514e+003	8.422382e-007	7.983506e-007
1.202264434617397e+003	8.420998e-007	7.982134e-007
1.230268770812365e+003	8.419610e-007	7.980757e-007
1.258925411794151e+003	8.418220e-007	7.979378e-007
1.288249551693117e+003	8.416829e-007	7.977998e-007
1.318256738556389e+003	8.415437e-007	7.976617e-007
1.348962882591635e+003	8.414048e-007	7.975237e-007
1.380384264602866e+003	8.412662e-007	7.973861e-007
1.412537544622735e+003	8.411280e-007	7.972490e-007
1.445439770745908e+003	8.409904e-007	7.971123e-007
1.479108388168187e+003	8.408536e-007	7.969764e-007
1.513561248436188e+003	8.407177e-007	7.968414e-007
1.548816618912460e+003	8.405828e-007	7.967073e-007
1.584893192461092e+003	8.404490e-007	7.965743e-007
1.621810097358908e+003	8.403165e-007	7.964426e-007
1.659586907437538e+003	8.401854e-007	7.963123e-007
1.698243652461721e+003	8.400558e-007	7.961835e-007
1.737800828749352e+003	8.399278e-007	7.960562e-007
1.778279410038899e+003	8.398015e-007	7.959306e-007
1.819700858609959e+003	8.396771e-007	7.958068e-007
1.862087136662842e+003	8.395545e-007	7.956849e-007
1.905460717963221e+003	8.394339e-007	7.955649e-007
1.949844599758018e+003	8.393154e-007	7.954469e-007
1.995262314968852e+003	8.391991e-007	7.953311e-007
2.041737944669501e+003	8.390849e-007	7.952174e-007
2.089296130854011e+003	8.389729e-007	7.951060e-007
2.137962089502203e+003	8.388633e-007	7.949968e-007
2.187761623949522e+003	8.387560e-007	7.948899e-007
2.238721138568309e+003	8.386511e-007	7.947854e-007
2.290867652767741e+003	8.385487e-007	7.946833e-007
2.344228815319890e+003	8.384486e-007	7.945835e-007
2.398832919019457e+003	8.383510e-007	7.944862e-007
2.454708915684996e+003	8.382559e-007	7.943913e-007
2.511886431509545e+003	8.381632e-007	7.942988e-007
2.570395782768828e+003	8.380730e-007	7.942089e-007
2.630267991895345e+003	8.379853e-007	7.941213e-007
2.691534803926878e+003	8.379000e-007	7.940361e-007
2.754228703338128e+003	8.378172e-007	7.939533e-007
2.818382931264414e+003	8.377368e-007	7.938729e-007
2.884031503126565e+003	8.376588e-007	7.937949e-007
2.951209226666344e+003	8.375832e-007	7.937192e-007
3.019951720401973e+003	8.375099e-007	7.936458e-007
3.090295432513546e+003	8.374389e-007	7.935747e-007
3.162277660168334e+003	8.373702e-007	7.935059e-007
3.235936569296236e+003	8.373038e-007	7.934392e-007
3.311311214825863e+003	8.372396e-007	7.933747e-007
3.388441561391976e+003	8.371775e-007	7.933123e-007
3.467368504525266e+003	8.371176e-007	7.932520e-007
3.548133892335703e+003	8.370598e-007	7.931937e-007
3.630780547700960e+003	8.370039e-007	7.931375e-007
3.715352290971671e+003	8.369501e-007	7.930831e-007
3.801893963205556e+003	8.368982e-007	7.930306e-007
3.890451449942748e+003	8.368482e-007	7.929800e-007
3.981071705534913e+003	8.368000e-007	7.929311e-007
4.073802778041067e+003	8.367537e-007	7.928841e-007
4.168693834703292e+003	8.367091e-007	7.928386e-007
4.265795188015863e+003	8.366662e-007	7.927949e-007
4.365158322401594e+003	8.366250e-007	7.927526e-007
4.466835921509563e+003	8.365853e-007	7.927120e-007
4.570881896148680e+003	8.365472e-007	7.926728e-007
4.677351412871911e+003	8.365107e-007	7.926351e-007
4.786300923226310e+003	8.364756e-007	7.925988e-007
4.897788193684387e+003	8.364419e-007	7.925638e-007
5.011872336272646e+003	8.364096e-007	7.925301e-007
5.128613839913570e+003	8.363787e-007	7.924976e-007
