Freq.	V(v-)	V(vout)
6.91830970918935e-002	(2.12587417825752e+001dB,7.84099078248374e-005°)	(1.19997364389079e+002dB,1.79999950349686e+002°)
7.07945784384136e-002	(2.12587417825591e+001dB,8.02363092086480e-005°)	(1.19997364389062e+002dB,1.79999949193182e+002°)
7.24435960074988e-002	(2.12587417825412e+001dB,8.21052529463244e-005°)	(1.19997364389044e+002dB,1.79999948009739e+002°)
7.41310241300916e-002	(2.12587417825235e+001dB,8.40177299763974e-005°)	(1.19997364389025e+002dB,1.79999946798730e+002°)
7.58577575029182e-002	(2.12587417825059e+001dB,8.59747543196760e-005°)	(1.19997364389006e+002dB,1.79999945559513e+002°)
7.76247116628690e-002	(2.12587417824865e+001dB,8.79773636164319e-005°)	(1.19997364388985e+002dB,1.79999944291431e+002°)
7.94328234724279e-002	(2.12587417824661e+001dB,9.00266196765979e-005°)	(1.19997364388963e+002dB,1.79999942993812e+002°)
8.12830516164097e-002	(2.12587417824439e+001dB,9.21236090431904e-005°)	(1.19997364388941e+002dB,1.79999941665968e+002°)
8.31763771102669e-002	(2.12587417824206e+001dB,9.42694435674332e-005°)	(1.19997364388917e+002dB,1.79999940307193e+002°)
8.51138038202374e-002	(2.12587417823992e+001dB,9.64652609993248e-005°)	(1.19997364388892e+002dB,1.79999938916769e+002°)
8.70963589956078e-002	(2.12587417823748e+001dB,9.87122255905800e-005°)	(1.19997364388866e+002dB,1.79999937493958e+002°)
8.91250938133743e-002	(2.12587417823492e+001dB,1.01011528711349e-004°)	(1.19997364388839e+002dB,1.79999936038005e+002°)
9.12010839355907e-002	(2.12587417823224e+001dB,1.03364389482993e-004°)	(1.19997364388810e+002dB,1.79999934548139e+002°)
9.33254300796988e-002	(2.12587417822933e+001dB,1.05772055423396e-004°)	(1.19997364388780e+002dB,1.79999933023569e+002°)
9.54992586021433e-002	(2.12587417822649e+001dB,1.08235803108676e-004°)	(1.19997364388749e+002dB,1.79999931463488e+002°)
9.77237220955808e-002	(2.12587417822341e+001dB,1.10756938851054e-004°)	(1.19997364388716e+002dB,1.79999929867068e+002°)
9.99999999999997e-002	(2.12587417822019e+001dB,1.13336799390025e-004°)	(1.19997364388682e+002dB,1.79999928233462e+002°)
1.02329299228075e-001	(2.12587417821691e+001dB,1.15976752601892e-004°)	(1.19997364388646e+002dB,1.79999926561804e+002°)
1.04712854805090e-001	(2.12587417821328e+001dB,1.18678198224606e-004°)	(1.19997364388608e+002dB,1.79999924851209e+002°)
1.07151930523760e-001	(2.12587417820968e+001dB,1.21442568600958e-004°)	(1.19997364388569e+002dB,1.79999923100769e+002°)
1.09647819614318e-001	(2.12587417820571e+001dB,1.24271329436684e-004°)	(1.19997364388528e+002dB,1.79999921309556e+002°)
1.12201845430196e-001	(2.12587417820175e+001dB,1.27165980578311e-004°)	(1.19997364388485e+002dB,1.79999919476620e+002°)
1.14815362149688e-001	(2.12587417819740e+001dB,1.30128056808390e-004°)	(1.19997364388439e+002dB,1.79999917600989e+002°)
1.17489755493953e-001	(2.12587417819276e+001dB,1.33159128659263e-004°)	(1.19997364388392e+002dB,1.79999915681670e+002°)
1.20226443461741e-001	(2.12587417818820e+001dB,1.36260803244972e-004°)	(1.19997364388342e+002dB,1.79999913717644e+002°)
1.23026877081238e-001	(2.12587417818342e+001dB,1.39434725115116e-004°)	(1.19997364388290e+002dB,1.79999911707869e+002°)
1.25892541179416e-001	(2.12587417817841e+001dB,1.42682577125316e-004°)	(1.19997364388236e+002dB,1.79999909651282e+002°)
1.28824955169313e-001	(2.12587417817296e+001dB,1.46006081329651e-004°)	(1.19997364388179e+002dB,1.79999907546790e+002°)
1.31825673855640e-001	(2.12587417816726e+001dB,1.49406999894763e-004°)	(1.19997364388119e+002dB,1.79999905393278e+002°)
1.34896288259165e-001	(2.12587417816150e+001dB,1.52887136032095e-004°)	(1.19997364388057e+002dB,1.79999903189604e+002°)
1.38038426460288e-001	(2.12587417815536e+001dB,1.56448334956791e-004°)	(1.19997364387992e+002dB,1.79999900934600e+002°)
1.41253754462275e-001	(2.12587417814902e+001dB,1.60092484863783e-004°)	(1.19997364387923e+002dB,1.79999898627071e+002°)
1.44543977074592e-001	(2.12587417814200e+001dB,1.63821517930004e-004°)	(1.19997364387852e+002dB,1.79999896265792e+002°)
1.47910838816820e-001	(2.12587417813514e+001dB,1.67637411338466e-004°)	(1.19997364387776e+002dB,1.79999893849512e+002°)
1.51356124843620e-001	(2.12587417812766e+001dB,1.71542188326310e-004°)	(1.19997364387698e+002dB,1.79999891376950e+002°)
1.54881661891248e-001	(2.12587417811993e+001dB,1.75537919258955e-004°)	(1.19997364387616e+002dB,1.79999888846794e+002°)
1.58489319246111e-001	(2.12587417811193e+001dB,1.79626722725730e-004°)	(1.19997364387529e+002dB,1.79999886257703e+002°)
1.62181009735892e-001	(2.12587417810322e+001dB,1.83810766665068e-004°)	(1.19997364387438e+002dB,1.79999883608305e+002°)
1.65958690743755e-001	(2.12587417809444e+001dB,1.88092269512691e-004°)	(1.19997364387343e+002dB,1.79999880897194e+002°)
1.69824365246174e-001	(2.12587417808505e+001dB,1.92473501379076e-004°)	(1.19997364387244e+002dB,1.79999878122933e+002°)
1.73780082874937e-001	(2.12587417807541e+001dB,1.96956785251278e-004°)	(1.19997364387141e+002dB,1.79999875284052e+002°)
1.77827941003892e-001	(2.12587417806532e+001dB,2.01544498226523e-004°)	(1.19997364387032e+002dB,1.79999872379044e+002°)
1.81970085860998e-001	(2.12587417805455e+001dB,2.06239072771621e-004°)	(1.19997364386919e+002dB,1.79999869406370e+002°)
1.86208713666286e-001	(2.12587417804347e+001dB,2.11042998012867e-004°)	(1.19997364386800e+002dB,1.79999866364454e+002°)
1.90546071796324e-001	(2.12587417803168e+001dB,2.15958821056113e-004°)	(1.19997364386675e+002dB,1.79999863251682e+002°)
1.94984459975804e-001	(2.12587417801952e+001dB,2.20989148335385e-004°)	(1.19997364386545e+002dB,1.79999860066405e+002°)
1.99526231496887e-001	(2.12587417800659e+001dB,2.26136646997993e-004°)	(1.19997364386408e+002dB,1.79999856806933e+002°)
2.04173794466952e-001	(2.12587417799316e+001dB,2.31404046317871e-004°)	(1.19997364386265e+002dB,1.79999853471538e+002°)
2.08929613085403e-001	(2.12587417797909e+001dB,2.36794139139675e-004°)	(1.19997364386115e+002dB,1.79999850058452e+002°)
2.13796208950222e-001	(2.12587417796436e+001dB,2.42309783363184e-004°)	(1.19997364385958e+002dB,1.79999846565865e+002°)
2.18776162394954e-001	(2.12587417794884e+001dB,2.47953903457087e-004°)	(1.19997364385794e+002dB,1.79999842991925e+002°)
2.23872113856833e-001	(2.12587417793269e+001dB,2.53729492009602e-004°)	(1.19997364385622e+002dB,1.79999839334737e+002°)
2.29086765276776e-001	(2.12587417791578e+001dB,2.59639611315172e-004°)	(1.19997364385442e+002dB,1.79999835592363e+002°)
2.34422881531991e-001	(2.12587417789816e+001dB,2.65687394999090e-004°)	(1.19997364385254e+002dB,1.79999831762817e+002°)
2.39883291901948e-001	(2.12587417787972e+001dB,2.71876049677771e-004°)	(1.19997364385056e+002dB,1.79999827844070e+002°)
2.45470891568502e-001	(2.12587417785996e+001dB,2.78208856659001e-004°)	(1.19997364384848e+002dB,1.79999823834043e+002°)
2.51188643150957e-001	(2.12587417783982e+001dB,2.84689173682544e-004°)	(1.19997364384632e+002dB,1.79999819730611e+002°)
2.57039578276885e-001	(2.12587417781834e+001dB,2.91320436700340e-004°)	(1.19997364384405e+002dB,1.79999815531598e+002°)
2.63026799189537e-001	(2.12587417779623e+001dB,2.98106161696741e-004°)	(1.19997364384168e+002dB,1.79999811234777e+002°)
2.69153480392690e-001	(2.12587417777279e+001dB,3.05049946555724e-004°)	(1.19997364383919e+002dB,1.79999806837871e+002°)
2.75422870333815e-001	(2.12587417774825e+001dB,3.12155472965924e-004°)	(1.19997364383659e+002dB,1.79999802338547e+002°)
2.81838293126444e-001	(2.12587417772265e+001dB,3.19426508373647e-004°)	(1.19997364383386e+002dB,1.79999797734421e+002°)
2.88403150312659e-001	(2.12587417769584e+001dB,3.26866907980967e-004°)	(1.19997364383101e+002dB,1.79999793023051e+002°)
2.95120922666637e-001	(2.12587417766778e+001dB,3.34480616788235e-004°)	(1.19997364382802e+002dB,1.79999788201939e+002°)
3.01995172040200e-001	(2.12587417763844e+001dB,3.42271671686868e-004°)	(1.19997364382488e+002dB,1.79999783268529e+002°)
3.09029543251358e-001	(2.12587417760756e+001dB,3.50244203602131e-004°)	(1.19997364382160e+002dB,1.79999778220205e+002°)
3.16227766016837e-001	(2.12587417757534e+001dB,3.58402439677678e-004°)	(1.19997364381817e+002dB,1.79999773054290e+002°)
3.23593656929627e-001	(2.12587417754159e+001dB,3.66750705521826e-004°)	(1.19997364381458e+002dB,1.79999767768046e+002°)
3.31131121482590e-001	(2.12587417750626e+001dB,3.75293427499978e-004°)	(1.19997364381082e+002dB,1.79999762358670e+002°)
3.38844156139201e-001	(2.12587417746935e+001dB,3.84035135079618e-004°)	(1.19997364380688e+002dB,1.79999756823293e+002°)
3.46736850452530e-001	(2.12587417743051e+001dB,3.92980463235331e-004°)	(1.19997364380275e+002dB,1.79999751158980e+002°)
3.54813389233574e-001	(2.12587417738970e+001dB,4.02134154900916e-004°)	(1.19997364379842e+002dB,1.79999745362729e+002°)
3.63078054770100e-001	(2.12587417734712e+001dB,4.11501063490875e-004°)	(1.19997364379390e+002dB,1.79999739431466e+002°)
3.71535229097171e-001	(2.12587417730273e+001dB,4.21086155470533e-004°)	(1.19997364378916e+002dB,1.79999733362046e+002°)
3.80189396320559e-001	(2.12587417725625e+001dB,4.30894512985646e-004°)	(1.19997364378420e+002dB,1.79999727151251e+002°)
3.89045144994279e-001	(2.12587417720737e+001dB,4.40931336564074e-004°)	(1.19997364377901e+002dB,1.79999720795788e+002°)
3.98107170553495e-001	(2.12587417715616e+001dB,4.51201947870333e-004°)	(1.19997364377356e+002dB,1.79999714292288e+002°)
4.07380277804111e-001	(2.12587417710277e+001dB,4.61711792523309e-004°)	(1.19997364376786e+002dB,1.79999707637301e+002°)
4.16869383470333e-001	(2.12587417704677e+001dB,4.72466442990561e-004°)	(1.19997364376190e+002dB,1.79999700827301e+002°)
4.26579518801591e-001	(2.12587417698803e+001dB,4.83471601536906e-004°)	(1.19997364375566e+002dB,1.79999693858675e+002°)
4.36515832240164e-001	(2.12587417692648e+001dB,4.94733103251598e-004°)	(1.19997364374911e+002dB,1.79999686727728e+002°)
4.46683592150961e-001	(2.12587417686227e+001dB,5.06256919141548e-004°)	(1.19997364374226e+002dB,1.79999679430681e+002°)
4.57088189614873e-001	(2.12587417679494e+001dB,5.18049159296440e-004°)	(1.19997364373509e+002dB,1.79999671963664e+002°)
4.67735141287196e-001	(2.12587417672444e+001dB,5.30116076126906e-004°)	(1.19997364372759e+002dB,1.79999664322718e+002°)
4.78630092322636e-001	(2.12587417665037e+001dB,5.42464067685115e-004°)	(1.19997364371971e+002dB,1.79999656503792e+002°)
4.89778819368444e-001	(2.12587417657307e+001dB,5.55099681050144e-004°)	(1.19997364371148e+002dB,1.79999648502739e+002°)
5.01187233627270e-001	(2.12587417649212e+001dB,5.68029615804209e-004°)	(1.19997364370287e+002dB,1.79999640315319e+002°)
5.12861383991362e-001	(2.12587417640721e+001dB,5.81260727583564e-004°)	(1.19997364369383e+002dB,1.79999631937188e+002°)
5.24807460249770e-001	(2.12587417631855e+001dB,5.94800031713782e-004°)	(1.19997364368438e+002dB,1.79999623363907e+002°)
5.37031796370250e-001	(2.12587417622551e+001dB,6.08654706929115e-004°)	(1.19997364367448e+002dB,1.79999614590928e+002°)
5.49540873857622e-001	(2.12587417612814e+001dB,6.22832099176734e-004°)	(1.19997364366411e+002dB,1.79999605613600e+002°)
5.62341325190346e-001	(2.12587417602614e+001dB,6.37339725518700e-004°)	(1.19997364365326e+002dB,1.79999596427164e+002°)
5.75439937337154e-001	(2.12587417591938e+001dB,6.52185278106266e-004°)	(1.19997364364188e+002dB,1.79999587026748e+002°)
5.88843655355586e-001	(2.12587417580764e+001dB,6.67376628272195e-004°)	(1.19997364362999e+002dB,1.79999577407369e+002°)
6.02559586074355e-001	(2.12587417569049e+001dB,6.82921830691215e-004°)	(1.19997364361752e+002dB,1.79999567563926e+002°)
6.16595001861479e-001	(2.12587417556787e+001dB,6.98829127660059e-004°)	(1.19997364360447e+002dB,1.79999557491200e+002°)
6.30957344480190e-001	(2.12587417543933e+001dB,7.15106953462139e-004°)	(1.19997364359080e+002dB,1.79999547183850e+002°)
6.45654229034652e-001	(2.12587417530528e+001dB,7.31763938844007e-004°)	(1.19997364357650e+002dB,1.79999536636411e+002°)
6.60693448007592e-001	(2.12587417516427e+001dB,7.48808915590407e-004°)	(1.19997364356151e+002dB,1.79999525843292e+002°)
6.76082975391978e-001	(2.12587417501702e+001dB,7.66250921203402e-004°)	(1.19997364354581e+002dB,1.79999514798769e+002°)
6.91830970918933e-001	(2.12587417486258e+001dB,7.84099203700131e-004°)	(1.19997364352939e+002dB,1.79999503496986e+002°)
7.07945784384134e-001	(2.12587417470092e+001dB,8.02363226510152e-004°)	(1.19997364351218e+002dB,1.79999491931951e+002°)
7.24435960074986e-001	(2.12587417453175e+001dB,8.21052673498768e-004°)	(1.19997364349416e+002dB,1.79999480097532e+002°)
7.41310241300913e-001	(2.12587417435455e+001dB,8.40177454102467e-004°)	(1.19997364347531e+002dB,1.79999467987455e+002°)
7.58577575029179e-001	(2.12587417416897e+001dB,8.59747708572715e-004°)	(1.19997364345555e+002dB,1.79999455595299e+002°)
7.76247116628687e-001	(2.12587417397474e+001dB,8.79773813368160e-004°)	(1.19997364343487e+002dB,1.79999442914492e+002°)
7.94328234724277e-001	(2.12587417377116e+001dB,9.00266386645482e-004°)	(1.19997364341320e+002dB,1.79999429938313e+002°)
8.12830516164095e-001	(2.12587417355820e+001dB,9.21236293889463e-004°)	(1.19997364339052e+002dB,1.79999416659879e+002°)
8.31763771102666e-001	(2.12587417333496e+001dB,9.42694653682212e-004°)	(1.19997364336676e+002dB,1.79999403072152e+002°)
8.51138038202372e-001	(2.12587417310126e+001dB,9.64652843593561e-004°)	(1.19997364334189e+002dB,1.79999389167927e+002°)
8.70963589956076e-001	(2.12587417285656e+001dB,9.87122506214068e-004°)	(1.19997364331585e+002dB,1.79999374939832e+002°)
8.91250938133740e-001	(2.12587417260062e+001dB,1.01011555532303e-003°)	(1.19997364328858e+002dB,1.79999360380322e+002°)
9.12010839355904e-001	(2.12587417233234e+001dB,1.03364418222089e-003°)	(1.19997364326003e+002dB,1.79999345481679e+002°)
9.33254300796986e-001	(2.12587417205151e+001dB,1.05772086218002e-003°)	(1.19997364323014e+002dB,1.79999330236003e+002°)
9.54992586021430e-001	(2.12587417175756e+001dB,1.08235836105696e-003°)	(1.19997364319883e+002dB,1.79999314635211e+002°)
9.77237220955805e-001	(2.12587417144961e+001dB,1.10756974207955e-003°)	(1.19997364316604e+002dB,1.79999298671030e+002°)
9.99999999999994e-001	(2.12587417112701e+001dB,1.13336837275874e-003°)	(1.19997364313172e+002dB,1.79999282334997e+002°)
1.02329299228075e+000	(2.12587417078917e+001dB,1.15976793197099e-003°)	(1.19997364309576e+002dB,1.79999265618450e+002°)
1.04712854805089e+000	(2.12587417043587e+001dB,1.18678241723304e-003°)	(1.19997364305813e+002dB,1.79999248512526e+002°)
1.07151930523760e+000	(2.12587417006548e+001dB,1.21442615210624e-003°)	(1.19997364301871e+002dB,1.79999231008155e+002°)
1.09647819614318e+000	(2.12587416967798e+001dB,1.24271379379771e-003°)	(1.19997364297745e+002dB,1.79999213096057e+002°)
1.12201845430196e+000	(2.12587416927209e+001dB,1.27166034093097e-003°)	(1.19997364293423e+002dB,1.79999194766734e+002°)
1.14815362149688e+000	(2.12587416884678e+001dB,1.30128114150651e-003°)	(1.19997364288897e+002dB,1.79999176010468e+002°)
1.17489755493952e+000	(2.12587416840165e+001dB,1.33159190102533e-003°)	(1.19997364284159e+002dB,1.79999156817314e+002°)
1.20226443461741e+000	(2.12587416793564e+001dB,1.36260869082581e-003°)	(1.19997364279197e+002dB,1.79999137177096e+002°)
1.23026877081237e+000	(2.12587416744749e+001dB,1.39434795661505e-003°)	(1.19997364274001e+002dB,1.79999117079401e+002°)
1.25892541179416e+000	(2.12587416693636e+001dB,1.42682652717092e-003°)	(1.19997364268561e+002dB,1.79999096513573e+002°)
1.28824955169313e+000	(2.12587416640144e+001dB,1.46006162327781e-003°)	(1.19997364262864e+002dB,1.79999075468707e+002°)
1.31825673855640e+000	(2.12587416584122e+001dB,1.49407086685414e-003°)	(1.19997364256899e+002dB,1.79999053933646e+002°)
1.34896288259165e+000	(2.12587416525417e+001dB,1.52887229030418e-003°)	(1.19997364250652e+002dB,1.79999031896973e+002°)
