Freq.	V(v-)	V(vout)
6.60693448007594e-002	(2.11464071526034e+001dB,2.64000940855892e-005°)	(1.19885029759111e+002dB,1.79999904103532e+002°)
6.76082975391980e-002	(2.11464071525742e+001dB,2.70150312841655e-005°)	(1.19885029759080e+002dB,1.79999901869816e+002°)
6.91830970918935e-002	(2.11464071525431e+001dB,2.76442922109905e-005°)	(1.19885029759047e+002dB,1.79999899584070e+002°)
7.07945784384136e-002	(2.11464071525095e+001dB,2.82882105085272e-005°)	(1.19885029759013e+002dB,1.79999897245083e+002°)
7.24435960074988e-002	(2.11464071524739e+001dB,2.89471275910118e-005°)	(1.19885029758977e+002dB,1.79999894851613e+002°)
7.41310241300916e-002	(2.11464071524372e+001dB,2.96213928248156e-005°)	(1.19885029758939e+002dB,1.79999892402393e+002°)
7.58577575029182e-002	(2.11464071524000e+001dB,3.03113637145501e-005°)	(1.19885029758900e+002dB,1.79999889896123e+002°)
7.76247116628690e-002	(2.11464071523598e+001dB,3.10174060919962e-005°)	(1.19885029758858e+002dB,1.79999887331474e+002°)
7.94328234724279e-002	(2.11464071523180e+001dB,3.17398943102251e-005°)	(1.19885029758815e+002dB,1.79999884707087e+002°)
8.12830516164097e-002	(2.11464071522730e+001dB,3.24792114424095e-005°)	(1.19885029758770e+002dB,1.79999882021570e+002°)
8.31763771102669e-002	(2.11464071522260e+001dB,3.32357494840586e-005°)	(1.19885029758722e+002dB,1.79999879273499e+002°)
8.51138038202374e-002	(2.11464071521798e+001dB,3.40099095618514e-005°)	(1.19885029758673e+002dB,1.79999876461418e+002°)
8.70963589956078e-002	(2.11464071521293e+001dB,3.48021021460256e-005°)	(1.19885029758621e+002dB,1.79999873583835e+002°)
8.91250938133743e-002	(2.11464071520764e+001dB,3.56127472674154e-005°)	(1.19885029758566e+002dB,1.79999870639224e+002°)
9.12010839355907e-002	(2.11464071520211e+001dB,3.64422747413182e-005°)	(1.19885029758509e+002dB,1.79999867626024e+002°)
9.33254300796988e-002	(2.11464071519621e+001dB,3.72911243941939e-005°)	(1.19885029758449e+002dB,1.79999864542638e+002°)
9.54992586021433e-002	(2.11464071519024e+001dB,3.81597462972380e-005°)	(1.19885029758386e+002dB,1.79999861387431e+002°)
9.77237220955808e-002	(2.11464071518389e+001dB,3.90486010059664e-005°)	(1.19885029758321e+002dB,1.79999858158730e+002°)
9.99999999999997e-002	(2.11464071517724e+001dB,3.99581598029720e-005°)	(1.19885029758252e+002dB,1.79999854854822e+002°)
1.02329299228075e-001	(2.11464071517036e+001dB,4.08889049485576e-005°)	(1.19885029758180e+002dB,1.79999851473957e+002°)
1.04712854805090e-001	(2.11464071516300e+001dB,4.18413299361120e-005°)	(1.19885029758106e+002dB,1.79999848014341e+002°)
1.07151930523760e-001	(2.11464071515544e+001dB,4.28159397545684e-005°)	(1.19885029758027e+002dB,1.79999844474140e+002°)
1.09647819614318e-001	(2.11464071514734e+001dB,4.38132511551408e-005°)	(1.19885029757944e+002dB,1.79999840851477e+002°)
1.12201845430196e-001	(2.11464071513905e+001dB,4.48337929257316e-005°)	(1.19885029757858e+002dB,1.79999837144432e+002°)
1.14815362149688e-001	(2.11464071513019e+001dB,4.58781061714989e-005°)	(1.19885029757767e+002dB,1.79999833351039e+002°)
1.17489755493953e-001	(2.11464071512081e+001dB,4.69467446015942e-005°)	(1.19885029757672e+002dB,1.79999829469286e+002°)
1.20226443461741e-001	(2.11464071511130e+001dB,4.80402748220888e-005°)	(1.19885029757573e+002dB,1.79999825497115e+002°)
1.23026877081238e-001	(2.11464071510133e+001dB,4.91592766380545e-005°)	(1.19885029757470e+002dB,1.79999821432421e+002°)
1.25892541179416e-001	(2.11464071509088e+001dB,5.03043433594871e-005°)	(1.19885029757361e+002dB,1.79999817273048e+002°)
1.28824955169313e-001	(2.11464071507974e+001dB,5.14760821161207e-005°)	(1.19885029757247e+002dB,1.79999813016790e+002°)
1.31825673855640e-001	(2.11464071506807e+001dB,5.26751141802920e-005°)	(1.19885029757128e+002dB,1.79999808661392e+002°)
1.34896288259165e-001	(2.11464071505607e+001dB,5.39020752943831e-005°)	(1.19885029757003e+002dB,1.79999804204543e+002°)
1.38038426460288e-001	(2.11464071504340e+001dB,5.51576160105449e-005°)	(1.19885029756872e+002dB,1.79999799643881e+002°)
1.41253754462275e-001	(2.11464071503021e+001dB,5.64424020335041e-005°)	(1.19885029756735e+002dB,1.79999794976988e+002°)
1.44543977074592e-001	(2.11464071500821e+001dB,5.77571145755018e-005°)	(1.19885029756514e+002dB,1.79999790201389e+002°)
1.47910838816820e-001	(2.11464071499387e+001dB,5.91024507133909e-005°)	(1.19885029756364e+002dB,1.79999785314551e+002°)
1.51356124843620e-001	(2.11464071497853e+001dB,6.04791237633345e-005°)	(1.19885029756207e+002dB,1.79999780313885e+002°)
1.54881661891248e-001	(2.11464071496257e+001dB,6.18878636570251e-005°)	(1.19885029756042e+002dB,1.79999775196738e+002°)
1.58489319246111e-001	(2.11464071494597e+001dB,6.33294173273212e-005°)	(1.19885029755870e+002dB,1.79999769960398e+002°)
1.62181009735892e-001	(2.11464071492836e+001dB,6.48045491062118e-005°)	(1.19885029755689e+002dB,1.79999764602087e+002°)
1.65958690743755e-001	(2.11464071491014e+001dB,6.63140411288111e-005°)	(1.19885029755500e+002dB,1.79999759118965e+002°)
1.69824365246174e-001	(2.11464071489086e+001dB,6.78586937492666e-005°)	(1.19885029755302e+002dB,1.79999753508126e+002°)
1.73780082874937e-001	(2.11464071487086e+001dB,6.94393259633253e-005°)	(1.19885029755095e+002dB,1.79999747766592e+002°)
1.77827941003892e-001	(2.11464071484991e+001dB,7.10567758444727e-005°)	(1.19885029754878e+002dB,1.79999741891322e+002°)
1.81970085860998e-001	(2.11464071482778e+001dB,7.27119009873797e-005°)	(1.19885029754651e+002dB,1.79999735879199e+002°)
1.86208713666286e-001	(2.11464071480483e+001dB,7.44055789627166e-005°)	(1.19885029754413e+002dB,1.79999729727035e+002°)
1.90546071796324e-001	(2.11464071478056e+001dB,7.61387077827277e-005°)	(1.19885029754164e+002dB,1.79999723431569e+002°)
1.94984459975804e-001	(2.11464071475537e+001dB,7.79122063756835e-005°)	(1.19885029753903e+002dB,1.79999716989463e+002°)
1.99526231496887e-001	(2.11464071472878e+001dB,7.97270150760176e-005°)	(1.19885029753630e+002dB,1.79999710397301e+002°)
2.04173794466952e-001	(2.11464071470106e+001dB,8.15840961222689e-005°)	(1.19885029753344e+002dB,1.79999703651588e+002°)
2.08929613085403e-001	(2.11464071467201e+001dB,8.34844341640866e-005°)	(1.19885029753044e+002dB,1.79999696748747e+002°)
2.13796208950222e-001	(2.11464071464160e+001dB,8.54290367881810e-005°)	(1.19885029752731e+002dB,1.79999689685118e+002°)
2.18776162394954e-001	(2.11464071460967e+001dB,8.74189350507826e-005°)	(1.19885029752403e+002dB,1.79999682456956e+002°)
2.23872113856833e-001	(2.11464071457631e+001dB,8.94551840244658e-005°)	(1.19885029752059e+002dB,1.79999675060429e+002°)
2.29086765276776e-001	(2.11464071454140e+001dB,9.15388633576806e-005°)	(1.19885029751698e+002dB,1.79999667491615e+002°)
2.34422881531991e-001	(2.11464071450494e+001dB,9.36710778479175e-005°)	(1.19885029751321e+002dB,1.79999659746500e+002°)
2.39883291901948e-001	(2.11464071446674e+001dB,9.58529580263856e-005°)	(1.19885029750927e+002dB,1.79999651820978e+002°)
2.45470891568502e-001	(2.11464071442647e+001dB,9.80856607577156e-005°)	(1.19885029750513e+002dB,1.79999643710847e+002°)
2.51188643150957e-001	(2.11464071437689e+001dB,1.00370369855218e-004°)	(1.19885029750002e+002dB,1.79999635411808e+002°)
2.57039578276885e-001	(2.11464071433274e+001dB,1.02708296702610e-004°)	(1.19885029749549e+002dB,1.79999626919458e+002°)
2.63026799189537e-001	(2.11464071428691e+001dB,1.05100680904115e-004°)	(1.19885029749074e+002dB,1.79999618229297e+002°)
2.69153480392690e-001	(2.11464071423861e+001dB,1.07548790938272e-004°)	(1.19885029748577e+002dB,1.79999609336715e+002°)
2.75422870333815e-001	(2.11464071418805e+001dB,1.10053924829667e-004°)	(1.19885029748057e+002dB,1.79999600236999e+002°)
2.81838293126444e-001	(2.11464071413520e+001dB,1.12617410837911e-004°)	(1.19885029747512e+002dB,1.79999590925323e+002°)
2.88403150312659e-001	(2.11464071407986e+001dB,1.15240608162652e-004°)	(1.19885029746941e+002dB,1.79999581396751e+002°)
2.95120922666637e-001	(2.11464071402192e+001dB,1.17924907662487e-004°)	(1.19885029746344e+002dB,1.79999571646230e+002°)
3.01995172040200e-001	(2.11464071396145e+001dB,1.20671732593816e-004°)	(1.19885029745718e+002dB,1.79999561668590e+002°)
3.09029543251358e-001	(2.11464071389780e+001dB,1.23482539367228e-004°)	(1.19885029745063e+002dB,1.79999551458541e+002°)
3.16227766016837e-001	(2.11464071383128e+001dB,1.26358818314918e-004°)	(1.19885029744377e+002dB,1.79999541010669e+002°)
3.23593656929627e-001	(2.11464071375384e+001dB,1.29302094487266e-004°)	(1.19885029743580e+002dB,1.79999530319435e+002°)
3.31131121482590e-001	(2.11464071368087e+001dB,1.32313928452159e-004°)	(1.19885029742828e+002dB,1.79999519379171e+002°)
3.38844156139201e-001	(2.11464071360460e+001dB,1.35395917133351e-004°)	(1.19885029742040e+002dB,1.79999508184075e+002°)
3.46736850452530e-001	(2.11464071352451e+001dB,1.38549694651822e-004°)	(1.19885029741215e+002dB,1.79999496728212e+002°)
3.54813389233574e-001	(2.11464071344064e+001dB,1.41776933189376e-004°)	(1.19885029740351e+002dB,1.79999485005507e+002°)
3.63078054770100e-001	(2.11464071335284e+001dB,1.45079343881519e-004°)	(1.19885029739447e+002dB,1.79999473009746e+002°)
3.71535229097171e-001	(2.11464071326111e+001dB,1.48458677722031e-004°)	(1.19885029738500e+002dB,1.79999460734568e+002°)
3.80189396320559e-001	(2.11464071316505e+001dB,1.51916726487285e-004°)	(1.19885029737508e+002dB,1.79999448173465e+002°)
3.89045144994279e-001	(2.11464071305647e+001dB,1.55455323696151e-004°)	(1.19885029736392e+002dB,1.79999435319775e+002°)
3.98107170553495e-001	(2.11464071295103e+001dB,1.59076345569214e-004°)	(1.19885029735304e+002dB,1.79999422166685e+002°)
4.07380277804111e-001	(2.11464071284070e+001dB,1.62781712034346e-004°)	(1.19885029734166e+002dB,1.79999408707221e+002°)
4.16869383470333e-001	(2.11464071272509e+001dB,1.66573387742605e-004°)	(1.19885029732973e+002dB,1.79999394934245e+002°)
4.26579518801591e-001	(2.11464071260393e+001dB,1.70453383105455e-004°)	(1.19885029731725e+002dB,1.79999380840456e+002°)
4.36515832240164e-001	(2.11464071246939e+001dB,1.74423755368166e-004°)	(1.19885029730340e+002dB,1.79999366418381e+002°)
4.46683592150961e-001	(2.11464071233671e+001dB,1.78486609687518e-004°)	(1.19885029728970e+002dB,1.79999351660372e+002°)
4.57088189614873e-001	(2.11464071219772e+001dB,1.82644100265938e-004°)	(1.19885029727537e+002dB,1.79999336558605e+002°)
4.67735141287196e-001	(2.11464071205216e+001dB,1.86898431479312e-004°)	(1.19885029726036e+002dB,1.79999321105074e+002°)
4.78630092322636e-001	(2.11464071189965e+001dB,1.91251859055289e-004°)	(1.19885029724464e+002dB,1.79999305291583e+002°)
4.89778819368444e-001	(2.11464071173228e+001dB,1.95706691264630e-004°)	(1.19885029722741e+002dB,1.79999289109750e+002°)
5.01187233627270e-001	(2.11464071156515e+001dB,2.00265290137950e-004°)	(1.19885029721017e+002dB,1.79999272550993e+002°)
5.12861383991362e-001	(2.11464071139017e+001dB,2.04930072736114e-004°)	(1.19885029719212e+002dB,1.79999255606534e+002°)
5.24807460249770e-001	(2.11464071119923e+001dB,2.09703512421779e-004°)	(1.19885029717245e+002dB,1.79999238267387e+002°)
5.37031796370250e-001	(2.11464071100726e+001dB,2.14588140161575e-004°)	(1.19885029715266e+002dB,1.79999220524361e+002°)
5.49540873857622e-001	(2.11464071080644e+001dB,2.19586545885701e-004°)	(1.19885029713194e+002dB,1.79999202368047e+002°)
5.62341325190346e-001	(2.11464071058817e+001dB,2.24701379858193e-004°)	(1.19885029710946e+002dB,1.79999183788818e+002°)
5.75439937337154e-001	(2.11464071036797e+001dB,2.29935354060552e-004°)	(1.19885029708674e+002dB,1.79999164776824e+002°)
5.88843655355586e-001	(2.11464071013728e+001dB,2.35291243664154e-004°)	(1.19885029706295e+002dB,1.79999145321984e+002°)
6.02559586074355e-001	(2.11464070988793e+001dB,2.40771888479719e-004°)	(1.19885029703726e+002dB,1.79999125413983e+002°)
6.16595001861479e-001	(2.11464070963490e+001dB,2.46380194458831e-004°)	(1.19885029701118e+002dB,1.79999105042266e+002°)
6.30957344480190e-001	(2.11464070936217e+001dB,2.52119135258428e-004°)	(1.19885029698308e+002dB,1.79999084196032e+002°)
6.45654229034652e-001	(2.11464070908510e+001dB,2.57991753788287e-004°)	(1.19885029695448e+002dB,1.79999062864226e+002°)
6.60693448007592e-001	(2.11464070879449e+001dB,2.64001163854053e-004°)	(1.19885029692453e+002dB,1.79999041035540e+002°)
6.76082975391978e-001	(2.11464070848281e+001dB,2.70150551791101e-004°)	(1.19885029689239e+002dB,1.79999018698399e+002°)
6.91830970918933e-001	(2.11464070816418e+001dB,2.76443178146851e-004°)	(1.19885029685955e+002dB,1.79998995840960e+002°)
7.07945784384134e-001	(2.11464070782296e+001dB,2.82882379435959e-004°)	(1.19885029682439e+002dB,1.79998972451104e+002°)
7.24435960074986e-001	(2.11464070746612e+001dB,2.89471569882138e-004°)	(1.19885029678760e+002dB,1.79998948516429e+002°)
7.41310241300913e-001	(2.11464070710041e+001dB,2.96214243243398e-004°)	(1.19885029674989e+002dB,1.79998924024244e+002°)
7.58577575029179e-001	(2.11464070670977e+001dB,3.03113974670146e-004°)	(1.19885029670963e+002dB,1.79998898961565e+002°)
7.76247116628687e-001	(2.11464070630899e+001dB,3.10174422581212e-004°)	(1.19885029666829e+002dB,1.79998873315102e+002°)
7.94328234724277e-001	(2.11464070588131e+001dB,3.17399330633025e-004°)	(1.19885029662422e+002dB,1.79998847071257e+002°)
8.12830516164095e-001	(2.11464070543408e+001dB,3.24792529670556e-004°)	(1.19885029657811e+002dB,1.79998820216115e+002°)
8.31763771102666e-001	(2.11464070496602e+001dB,3.32357939785978e-004°)	(1.19885029652986e+002dB,1.79998792735438e+002°)
8.51138038202372e-001	(2.11464070448395e+001dB,3.40099572382208e-004°)	(1.19885029648016e+002dB,1.79998764614656e+002°)
8.70963589956076e-001	(2.11464070397139e+001dB,3.48021532323906e-004°)	(1.19885029642733e+002dB,1.79998735838858e+002°)
8.91250938133740e-001	(2.11464070343532e+001dB,3.56128020074675e-004°)	(1.19885029637205e+002dB,1.79998706392787e+002°)
9.12010839355904e-001	(2.11464070287407e+001dB,3.64423333963199e-004°)	(1.19885029631421e+002dB,1.79998676260831e+002°)
9.33254300796986e-001	(2.11464070228682e+001dB,3.72911872443011e-004°)	(1.19885029625367e+002dB,1.79998645427013e+002°)
9.54992586021430e-001	(2.11464070167238e+001dB,3.81598136423517e-004°)	(1.19885029619032e+002dB,1.79998613874986e+002°)
9.77237220955805e-001	(2.11464070102934e+001dB,3.90486731675168e-004°)	(1.19885029612401e+002dB,1.79998581588019e+002°)
9.99999999999994e-001	(2.11464070035605e+001dB,3.99582371256297e-004°)	(1.19885029605462e+002dB,1.79998548548995e+002°)
1.02329299228075e+000	(2.11464069965154e+001dB,4.08889878010328e-004°)	(1.19885029598200e+002dB,1.79998514740396e+002°)
1.04712854805089e+000	(2.11464069891443e+001dB,4.18414187140822e-004°)	(1.19885029590599e+002dB,1.79998480144296e+002°)
1.07151930523760e+000	(2.11464069813489e+001dB,4.28160348824352e-004°)	(1.19885029582565e+002dB,1.79998444742352e+002°)
1.09647819614318e+000	(2.11464069732734e+001dB,4.38133530861623e-004°)	(1.19885029574239e+002dB,1.79998408515794e+002°)
1.12201845430196e+000	(2.11464069648209e+001dB,4.48339021463471e-004°)	(1.19885029565523e+002dB,1.79998371445414e+002°)
1.14815362149688e+000	(2.11464069558927e+001dB,4.58782232040494e-004°)	(1.19885029556322e+002dB,1.79998333511558e+002°)
1.17489755493952e+000	(2.11464069466313e+001dB,4.69468700037861e-004°)	(1.19885029546774e+002dB,1.79998294694113e+002°)
1.20226443461741e+000	(2.11464069368601e+001dB,4.80404091932656e-004°)	(1.19885029536700e+002dB,1.79998254972497e+002°)
1.23026877081237e+000	(2.11464069267115e+001dB,4.91594206189419e-004°)	(1.19885029526238e+002dB,1.79998214325651e+002°)
1.25892541179416e+000	(2.11464069160103e+001dB,5.03044976379748e-004°)	(1.19885029515208e+002dB,1.79998172732022e+002°)
1.28824955169313e+000	(2.11464069048153e+001dB,5.14762474287396e-004°)	(1.19885029503665e+002dB,1.79998130169558e+002°)
1.31825673855640e+000	(2.11464068930991e+001dB,5.26752913156654e-004°)	(1.19885029491586e+002dB,1.79998086615693e+002°)
1.34896288259165e+000	(2.11464068808349e+001dB,5.39022650988265e-004°)	(1.19885029478945e+002dB,1.79998042047333e+002°)
