Freq.	V(v-)	V(vout)
4.07380277804112e-002	(2.12612583214503e+001dB,7.33737560752495e-005°)	(1.19999880928018e+002dB,1.79999997966307e+002°)
4.16869383470335e-002	(2.12612583211883e+001dB,7.50828504127621e-005°)	(1.19999880928018e+002dB,1.79999997918936e+002°)
4.26579518801592e-002	(2.12612583215384e+001dB,7.68317546612980e-005°)	(1.19999880928018e+002dB,1.79999997870462e+002°)
4.36515832240165e-002	(2.12612583214514e+001dB,7.86213961301707e-005°)	(1.19999880928018e+002dB,1.79999997820859e+002°)
4.46683592150962e-002	(2.12612583215392e+001dB,8.04527237015015e-005°)	(1.19999880928018e+002dB,1.79999997770100e+002°)
4.57088189614874e-002	(2.12612583214521e+001dB,8.23267083814752e-005°)	(1.19999880928018e+002dB,1.79999997718159e+002°)
4.67735141287197e-002	(2.12612583218898e+001dB,8.42443437527797e-005°)	(1.19999880928018e+002dB,1.79999997665008e+002°)
4.78630092322637e-002	(2.12612583214530e+001dB,8.62066466120339e-005°)	(1.19999880928018e+002dB,1.79999997610619e+002°)
4.89778819368445e-002	(2.12612583214535e+001dB,8.82146573590365e-005°)	(1.19999880928018e+002dB,1.79999997554963e+002°)
5.01187233627271e-002	(2.12612583214540e+001dB,9.02694407001477e-005°)	(1.19999880928018e+002dB,1.79999997498011e+002°)
5.12861383991364e-002	(2.12612583211047e+001dB,9.23720860973205e-005°)	(1.19999880928018e+002dB,1.79999997439732e+002°)
5.24807460249771e-002	(2.12612583213675e+001dB,9.45237083708445e-005°)	(1.19999880928018e+002dB,1.79999997380096e+002°)
5.37031796370252e-002	(2.12612583212807e+001dB,9.67254483983004e-005°)	(1.19999880928018e+002dB,1.79999997319070e+002°)
5.49540873857623e-002	(2.12612583215436e+001dB,9.89784735030464e-005°)	(1.19999880928018e+002dB,1.79999997256624e+002°)
5.62341325190348e-002	(2.12612583215442e+001dB,1.01283978309745e-004°)	(1.19999880928018e+002dB,1.79999997192722e+002°)
5.75439937337156e-002	(2.12612583215448e+001dB,1.03643185239341e-004°)	(1.19999880928018e+002dB,1.79999997127332e+002°)
5.88843655355588e-002	(2.12612583213706e+001dB,1.06057345153262e-004°)	(1.19999880928018e+002dB,1.79999997060419e+002°)
6.02559586074356e-002	(2.12612583216337e+001dB,1.08527738069297e-004°)	(1.19999880928018e+002dB,1.79999996991948e+002°)
6.16595001861481e-002	(2.12612583216344e+001dB,1.11055673843071e-004°)	(1.19999880928018e+002dB,1.79999996921881e+002°)
6.30957344480192e-002	(2.12612583214603e+001dB,1.13642492802651e-004°)	(1.19999880928018e+002dB,1.79999996850182e+002°)
6.45654229034654e-002	(2.12612583212862e+001dB,1.16289566496149e-004°)	(1.19999880928018e+002dB,1.79999996776814e+002°)
6.60693448007594e-002	(2.12612583216368e+001dB,1.18998298480179e-004°)	(1.19999880928018e+002dB,1.79999996701736e+002°)
6.76082975391980e-002	(2.12612583213753e+001dB,1.21770124937228e-004°)	(1.19999880928018e+002dB,1.79999996624910e+002°)
6.91830970918935e-002	(2.12612583217261e+001dB,1.24606515514048e-004°)	(1.19999880928018e+002dB,1.79999996546294e+002°)
7.07945784384136e-002	(2.12612583217270e+001dB,1.27508974101922e-004°)	(1.19999880928018e+002dB,1.79999996465847e+002°)
7.24435960074988e-002	(2.12612583214657e+001dB,1.30479039667522e-004°)	(1.19999880928018e+002dB,1.79999996383526e+002°)
7.41310241300916e-002	(2.12612583216417e+001dB,1.33518286935638e-004°)	(1.19999880928018e+002dB,1.79999996299287e+002°)
7.58577575029182e-002	(2.12612583215553e+001dB,1.36628327361543e-004°)	(1.19999880928018e+002dB,1.79999996213086e+002°)
7.76247116628690e-002	(2.12612583214690e+001dB,1.39810809949309e-004°)	(1.19999880928018e+002dB,1.79999996124878e+002°)
7.94328234724279e-002	(2.12612583216452e+001dB,1.43067422027288e-004°)	(1.19999880928018e+002dB,1.79999996034615e+002°)
8.12830516164097e-002	(2.12612583216464e+001dB,1.46399890395368e-004°)	(1.19999880928018e+002dB,1.79999995942249e+002°)
8.31763771102669e-002	(2.12612583213854e+001dB,1.49809981933175e-004°)	(1.19999880928018e+002dB,1.79999995847732e+002°)
8.51138038202374e-002	(2.12612583213868e+001dB,1.53299504659842e-004°)	(1.19999880928018e+002dB,1.79999995751013e+002°)
8.70963589956078e-002	(2.12612583213883e+001dB,1.56870308867104e-004°)	(1.19999880928018e+002dB,1.79999995652041e+002°)
8.91250938133743e-002	(2.12612583214773e+001dB,1.60524287733650e-004°)	(1.19999880928018e+002dB,1.79999995550764e+002°)
9.12010839355907e-002	(2.12612583214789e+001dB,1.64263378726715e-004°)	(1.19999880928018e+002dB,1.79999995447128e+002°)
9.33254300796988e-002	(2.12612583216555e+001dB,1.68089564354902e-004°)	(1.19999880928018e+002dB,1.79999995341078e+002°)
9.54992586021433e-002	(2.12612583214823e+001dB,1.72004873274120e-004°)	(1.19999880928018e+002dB,1.79999995232558e+002°)
9.77237220955808e-002	(2.12612583216591e+001dB,1.76011381454519e-004°)	(1.19999880928018e+002dB,1.79999995121510e+002°)
9.99999999999997e-002	(2.12612583216610e+001dB,1.80111213187864e-004°)	(1.19999880928018e+002dB,1.79999995007876e+002°)
1.02329299228075e-001	(2.12612583215756e+001dB,1.84306542318959e-004°)	(1.19999880928018e+002dB,1.79999994891594e+002°)
1.04712854805090e-001	(2.12612583214028e+001dB,1.88599593174813e-004°)	(1.19999880928018e+002dB,1.79999994772604e+002°)
1.07151930523760e-001	(2.12612583215799e+001dB,1.92992642031957e-004°)	(1.19999880928018e+002dB,1.79999994650842e+002°)
1.09647819614318e-001	(2.12612583214073e+001dB,1.97488018172153e-004°)	(1.19999880928018e+002dB,1.79999994526244e+002°)
1.12201845430196e-001	(2.12612583215847e+001dB,2.02088105076259e-004°)	(1.19999880928018e+002dB,1.79999994398744e+002°)
1.14815362149688e-001	(2.12612583215872e+001dB,2.06795341697681e-004°)	(1.19999880928018e+002dB,1.79999994268274e+002°)
1.17489755493953e-001	(2.12612583213275e+001dB,2.11612224018394e-004°)	(1.19999880928018e+002dB,1.79999994134765e+002°)
1.20226443461741e-001	(2.12612583215927e+001dB,2.16541305899484e-004°)	(1.19999880928018e+002dB,1.79999993998146e+002°)
1.23026877081238e-001	(2.12612583213332e+001dB,2.21585200881804e-004°)	(1.19999880928018e+002dB,1.79999993858345e+002°)
1.25892541179416e-001	(2.12612583216861e+001dB,2.26746583221794e-004°)	(1.19999880928018e+002dB,1.79999993715288e+002°)
1.28824955169313e-001	(2.12612583215144e+001dB,2.32028189676529e-004°)	(1.19999880928018e+002dB,1.79999993568898e+002°)
1.31825673855640e-001	(2.12612583217801e+001dB,2.37432820473776e-004°)	(1.19999880928018e+002dB,1.79999993419098e+002°)
1.34896288259165e-001	(2.12612583216962e+001dB,2.42963341340788e-004°)	(1.19999880928018e+002dB,1.79999993265809e+002°)
1.38038426460288e-001	(2.12612583214375e+001dB,2.48622684594141e-004°)	(1.19999880928018e+002dB,1.79999993108950e+002°)
1.41253754462275e-001	(2.12612583217912e+001dB,2.54413850836915e-004°)	(1.19999880928017e+002dB,1.79999992948437e+002°)
1.44543977074592e-001	(2.12612583217952e+001dB,2.60339910734970e-004°)	(1.19999880928017e+002dB,1.79999992784185e+002°)
1.47910838816820e-001	(2.12612583214496e+001dB,2.66404006286513e-004°)	(1.19999880928017e+002dB,1.79999992616107e+002°)
1.51356124843620e-001	(2.12612583218038e+001dB,2.72609352726140e-004°)	(1.19999880928017e+002dB,1.79999992444114e+002°)
1.54881661891248e-001	(2.12612583214587e+001dB,2.78959240279355e-004°)	(1.19999880928017e+002dB,1.79999992268115e+002°)
1.58489319246111e-001	(2.12612583212886e+001dB,2.85457035750380e-004°)	(1.19999880928017e+002dB,1.79999992088016e+002°)
1.62181009735892e-001	(2.12612583216435e+001dB,2.92106184209803e-004°)	(1.19999880928017e+002dB,1.79999991903722e+002°)
1.65958690743755e-001	(2.12612583213865e+001dB,2.98910211318145e-004°)	(1.19999880928017e+002dB,1.79999991715136e+002°)
1.69824365246174e-001	(2.12612583213920e+001dB,3.05872724546506e-004°)	(1.19999880928017e+002dB,1.79999991522156e+002°)
1.73780082874937e-001	(2.12612583218351e+001dB,3.12997415554779e-004°)	(1.19999880928017e+002dB,1.79999991324682e+002°)
1.77827941003892e-001	(2.12612583216663e+001dB,3.20288061974202e-004°)	(1.19999880928017e+002dB,1.79999991122608e+002°)
1.81970085860998e-001	(2.12612583217602e+001dB,3.27748529283086e-004°)	(1.19999880928017e+002dB,1.79999990915827e+002°)
1.86208713666286e-001	(2.12612583214171e+001dB,3.35382773327818e-004°)	(1.19999880928017e+002dB,1.79999990704229e+002°)
1.90546071796324e-001	(2.12612583215990e+001dB,3.43194841610269e-004°)	(1.19999880928017e+002dB,1.79999990487703e+002°)
1.94984459975804e-001	(2.12612583215189e+001dB,3.51188876428534e-004°)	(1.19999880928017e+002dB,1.79999990266133e+002°)
1.99526231496887e-001	(2.12612583217015e+001dB,3.59369116201878e-004°)	(1.19999880928017e+002dB,1.79999990039402e+002°)
2.04173794466952e-001	(2.12612583217970e+001dB,3.67739898233016e-004°)	(1.19999880928017e+002dB,1.79999989807390e+002°)
2.08929613085403e-001	(2.12612583217180e+001dB,3.76305660863594e-004°)	(1.19999880928017e+002dB,1.79999989569974e+002°)
2.13796208950222e-001	(2.12612583218142e+001dB,3.85070945700941e-004°)	(1.19999880928017e+002dB,1.79999989327027e+002°)
2.18776162394954e-001	(2.12612583220858e+001dB,3.94040400204171e-004°)	(1.19999880928017e+002dB,1.79999989078422e+002°)
2.23872113856833e-001	(2.12612583216583e+001dB,4.03218780315751e-004°)	(1.19999880928017e+002dB,1.79999988824025e+002°)
2.29086765276776e-001	(2.12612583217559e+001dB,4.12610952155830e-004°)	(1.19999880928017e+002dB,1.79999988563704e+002°)
2.34422881531991e-001	(2.12612583215916e+001dB,4.22221895925168e-004°)	(1.19999880928017e+002dB,1.79999988297318e+002°)
2.39883291901948e-001	(2.12612583215152e+001dB,4.32056707414414e-004°)	(1.19999880928017e+002dB,1.79999988024728e+002°)
2.45470891568502e-001	(2.12612583217892e+001dB,4.42120600876742e-004°)	(1.19999880928017e+002dB,1.79999987745788e+002°)
2.51188643150957e-001	(2.12612583216265e+001dB,4.52418912581645e-004°)	(1.19999880928017e+002dB,1.79999987460350e+002°)
2.57039578276885e-001	(2.12612583216393e+001dB,4.62957102803240e-004°)	(1.19999880928017e+002dB,1.79999987168264e+002°)
2.63026799189537e-001	(2.12612583217401e+001dB,4.73740759095057e-004°)	(1.19999880928017e+002dB,1.79999986869375e+002°)
2.69153480392690e-001	(2.12612583221039e+001dB,4.84775598881270e-004°)	(1.19999880928017e+002dB,1.79999986563523e+002°)
2.75422870333815e-001	(2.12612583218562e+001dB,4.96067473209246e-004°)	(1.19999880928017e+002dB,1.79999986250548e+002°)
2.81838293126444e-001	(2.12612583222213e+001dB,5.07622368984276e-004°)	(1.19999880928017e+002dB,1.79999985930282e+002°)
2.88403150312659e-001	(2.12612583219750e+001dB,5.19446412906818e-004°)	(1.19999880928017e+002dB,1.79999985602556e+002°)
2.95120922666637e-001	(2.12612583218170e+001dB,5.31545874231930e-004°)	(1.19999880928017e+002dB,1.79999985267196e+002°)
3.01995172040200e-001	(2.12612583219220e+001dB,5.43927168183696e-004°)	(1.19999880928017e+002dB,1.79999984924025e+002°)
3.09029543251358e-001	(2.12612583220279e+001dB,5.56596859509299e-004°)	(1.19999880928017e+002dB,1.79999984572861e+002°)
3.16227766016837e-001	(2.12612583216974e+001dB,5.69561665915471e-004°)	(1.19999880928017e+002dB,1.79999984213516e+002°)
3.23593656929627e-001	(2.12612583219800e+001dB,5.82828461303255e-004°)	(1.19999880928017e+002dB,1.79999983845802e+002°)
3.31131121482590e-001	(2.12612583218263e+001dB,5.96404280227777e-004°)	(1.19999880928017e+002dB,1.79999983469522e+002°)
3.38844156139201e-001	(2.12612583215861e+001dB,6.10296320555981e-004°)	(1.19999880928017e+002dB,1.79999983084478e+002°)
3.46736850452530e-001	(2.12612583219591e+001dB,6.24511947967314e-004°)	(1.19999880928017e+002dB,1.79999982690465e+002°)
3.54813389233574e-001	(2.12612583219835e+001dB,6.39058700042024e-004°)	(1.19999880928017e+002dB,1.79999982287274e+002°)
3.63078054770100e-001	(2.12612583219215e+001dB,6.53944289332265e-004°)	(1.19999880928017e+002dB,1.79999981874692e+002°)
3.71535229097171e-001	(2.12612583221230e+001dB,6.69176608579793e-004°)	(1.19999880928017e+002dB,1.79999981452499e+002°)
3.80189396320559e-001	(2.12612583218886e+001dB,6.84763734255157e-004°)	(1.19999880928017e+002dB,1.79999981020472e+002°)
3.89045144994279e-001	(2.12612583220927e+001dB,7.00713930510164e-004°)	(1.19999880928017e+002dB,1.79999980578382e+002°)
3.98107170553495e-001	(2.12612583225606e+001dB,7.17035654626066e-004°)	(1.19999880928017e+002dB,1.79999980125995e+002°)
4.07380277804111e-001	(2.12612583222429e+001dB,7.33737560670190e-004°)	(1.19999880928017e+002dB,1.79999979663070e+002°)
4.16869383470333e-001	(2.12612583221890e+001dB,7.50828504106405e-004°)	(1.19999880928017e+002dB,1.79999979189362e+002°)
4.26579518801591e-001	(2.12612583222241e+001dB,7.68317546610332e-004°)	(1.19999880928017e+002dB,1.79999978704620e+002°)
4.36515832240164e-001	(2.12612583222609e+001dB,7.86213961208843e-004°)	(1.19999880928017e+002dB,1.79999978208586e+002°)
4.46683592150961e-001	(2.12612583223869e+001dB,8.04527236989074e-004°)	(1.19999880928017e+002dB,1.79999977700999e+002°)
4.57088189614873e-001	(2.12612583224273e+001dB,8.23267083750372e-004°)	(1.19999880928017e+002dB,1.79999977181589e+002°)
4.67735141287196e-001	(2.12612583224695e+001dB,8.42443437554435e-004°)	(1.19999880928017e+002dB,1.79999976650080e+002°)
4.78630092322636e-001	(2.12612583226012e+001dB,8.62066465888943e-004°)	(1.19999880928017e+002dB,1.79999976106190e+002°)
4.89778819368444e-001	(2.12612583224727e+001dB,8.82146573662193e-004°)	(1.19999880928017e+002dB,1.79999975549632e+002°)
5.01187233627270e-001	(2.12612583226086e+001dB,9.02694406804019e-004°)	(1.19999880928017e+002dB,1.79999974980110e+002°)
5.12861383991362e-001	(2.12612583227469e+001dB,9.23720860706141e-004°)	(1.19999880928017e+002dB,1.79999974397321e+002°)
5.24807460249770e-001	(2.12612583228001e+001dB,9.45237083471768e-004°)	(1.19999880928017e+002dB,1.79999973800958e+002°)
5.37031796370250e-001	(2.12612583227683e+001dB,9.67254483845215e-004°)	(1.19999880928017e+002dB,1.79999973190704e+002°)
5.49540873857622e-001	(2.12612583230890e+001dB,9.89784734903094e-004°)	(1.19999880928017e+002dB,1.79999972566236e+002°)
5.62341325190346e-001	(2.12612583231501e+001dB,1.01283978305923e-003°)	(1.19999880928017e+002dB,1.79999971927221e+002°)
5.75439937337154e-001	(2.12612583233890e+001dB,1.03643185215891e-003°)	(1.19999880928017e+002dB,1.79999971273322e+002°)
5.88843655355586e-001	(2.12612583230187e+001dB,1.06057345155858e-003°)	(1.19999880928017e+002dB,1.79999970604192e+002°)
6.02559586074355e-001	(2.12612583232637e+001dB,1.08527738063277e-003°)	(1.19999880928017e+002dB,1.79999969919476e+002°)
6.16595001861479e-001	(2.12612583233372e+001dB,1.11055673830825e-003°)	(1.19999880928017e+002dB,1.79999969218810e+002°)
6.30957344480190e-001	(2.12612583233266e+001dB,1.13642492789131e-003°)	(1.19999880928016e+002dB,1.79999968501824e+002°)
6.45654229034652e-001	(2.12612583233197e+001dB,1.16289566491792e-003°)	(1.19999880928016e+002dB,1.79999967768137e+002°)
6.60693448007592e-001	(2.12612583237538e+001dB,1.18998298457005e-003°)	(1.19999880928016e+002dB,1.79999967017361e+002°)
6.76082975391978e-001	(2.12612583234923e+001dB,1.21770124905183e-003°)	(1.19999880928016e+002dB,1.79999966249097e+002°)
6.91830970918933e-001	(2.12612583236722e+001dB,1.24606515487932e-003°)	(1.19999880928016e+002dB,1.79999965462937e+002°)
7.07945784384134e-001	(2.12612583240313e+001dB,1.27508974084676e-003°)	(1.19999880928016e+002dB,1.79999964658465e+002°)
7.24435960074986e-001	(2.12612583236954e+001dB,1.30479039659276e-003°)	(1.19999880928016e+002dB,1.79999963835255e+002°)
7.41310241300913e-001	(2.12612583242388e+001dB,1.33518286890074e-003°)	(1.19999880928016e+002dB,1.79999962992870e+002°)
7.58577575029179e-001	(2.12612583242625e+001dB,1.36628327321216e-003°)	(1.19999880928016e+002dB,1.79999962130863e+002°)
7.76247116628687e-001	(2.12612583243789e+001dB,1.39810809872195e-003°)	(1.19999880928016e+002dB,1.79999961248778e+002°)
7.94328234724277e-001	(2.12612583244134e+001dB,1.43067422021057e-003°)	(1.19999880928016e+002dB,1.79999960346146e+002°)
8.12830516164095e-001	(2.12612583245410e+001dB,1.46399890357071e-003°)	(1.19999880928016e+002dB,1.79999959422489e+002°)
8.31763771102666e-001	(2.12612583247620e+001dB,1.49809981877752e-003°)	(1.19999880928016e+002dB,1.79999958477317e+002°)
8.51138038202372e-001	(2.12612583249020e+001dB,1.53299504629993e-003°)	(1.19999880928016e+002dB,1.79999957510130e+002°)
8.70963589956076e-001	(2.12612583249610e+001dB,1.56870308816700e-003°)	(1.19999880928015e+002dB,1.79999956520414e+002°)
8.91250938133740e-001	(2.12612583252019e+001dB,1.60524287682084e-003°)	(1.19999880928015e+002dB,1.79999955507644e+002°)
9.12010839355904e-001	(2.12612583254500e+001dB,1.64263378672131e-003°)	(1.19999880928015e+002dB,1.79999954471284e+002°)
9.33254300796986e-001	(2.12612583256183e+001dB,1.68089564291521e-003°)	(1.19999880928015e+002dB,1.79999953410784e+002°)
9.54992586021430e-001	(2.12612583257944e+001dB,1.72004873200222e-003°)	(1.19999880928015e+002dB,1.79999952325582e+002°)
9.77237220955805e-001	(2.12612583259789e+001dB,1.76011381401431e-003°)	(1.19999880928015e+002dB,1.79999951215102e+002°)
9.99999999999994e-001	(2.12612583262595e+001dB,1.80111213125397e-003°)	(1.19999880928015e+002dB,1.79999950078756e+002°)
1.02329299228075e+000	(2.12612583265492e+001dB,1.84306542229046e-003°)	(1.19999880928015e+002dB,1.79999948915940e+002°)
1.04712854805089e+000	(2.12612583265861e+001dB,1.88599593083661e-003°)	(1.19999880928015e+002dB,1.79999947726040e+002°)
1.07151930523760e+000	(2.12612583268079e+001dB,1.92992641957207e-003°)	(1.19999880928014e+002dB,1.79999946508423e+002°)
1.09647819614318e+000	(2.12612583271275e+001dB,1.97488018068485e-003°)	(1.19999880928014e+002dB,1.79999945262444e+002°)
1.12201845430196e+000	(2.12612583274581e+001dB,2.02088104949399e-003°)	(1.19999880928014e+002dB,1.79999943987442e+002°)
1.14815362149688e+000	(2.12612583276253e+001dB,2.06795341601893e-003°)	(1.19999880928014e+002dB,1.79999942682742e+002°)
1.17489755493952e+000	(2.12612583276296e+001dB,2.11612223900163e-003°)	(1.19999880928014e+002dB,1.79999941347652e+002°)
1.20226443461741e+000	(2.12612583281711e+001dB,2.16541305844609e-003°)	(1.19999880928014e+002dB,1.79999939981463e+002°)
1.23026877081237e+000	(2.12612583285509e+001dB,2.21585200754118e-003°)	(1.19999880928013e+002dB,1.79999938583452e+002°)
1.25892541179416e+000	(2.12612583292069e+001dB,2.26746583084058e-003°)	(1.19999880928013e+002dB,1.79999937152877e+002°)
1.28824955169313e+000	(2.12612583291776e+001dB,2.32028189518761e-003°)	(1.19999880928013e+002dB,1.79999935688979e+002°)
1.31825673855640e+000	(2.12612583292509e+001dB,2.37432820382605e-003°)	(1.19999880928013e+002dB,1.79999934190983e+002°)
1.34896288259165e+000	(2.12612583302146e+001dB,2.42963341176357e-003°)	(1.19999880928013e+002dB,1.79999932658094e+002°)
