frequency	V(onoise)	V(r1)	V(rl)
9.332543007969793e+003	9.312644e-008	9.198374e-008	1.454391e-008
9.549925860214238e+003	9.103277e-008	8.991576e-008	1.421693e-008
9.772372209557982e+003	8.898503e-008	8.789315e-008	1.389713e-008
9.999999999999871e+003	8.698229e-008	8.591498e-008	1.358435e-008
1.023292992280741e+004	8.502364e-008	8.398036e-008	1.327846e-008
1.047128548050886e+004	8.310816e-008	8.208839e-008	1.297931e-008
1.071519305237592e+004	8.123497e-008	8.023818e-008	1.268677e-008
1.096478196143171e+004	7.940319e-008	7.842888e-008	1.240069e-008
1.122018454301949e+004	7.761195e-008	7.665962e-008	1.212095e-008
1.148153621496868e+004	7.586042e-008	7.492958e-008	1.184741e-008
1.174897554939514e+004	7.414776e-008	7.323793e-008	1.157993e-008
1.202264434617397e+004	7.247314e-008	7.158387e-008	1.131840e-008
1.230268770812365e+004	7.083577e-008	6.996659e-008	1.106269e-008
1.258925411794151e+004	6.923486e-008	6.838532e-008	1.081267e-008
1.288249551693117e+004	6.766962e-008	6.683929e-008	1.056822e-008
1.318256738556390e+004	6.613930e-008	6.532775e-008	1.032922e-008
1.348962882591636e+004	6.464315e-008	6.384995e-008	1.009556e-008
1.380384264602867e+004	6.318044e-008	6.240519e-008	9.867127e-009
1.412537544622735e+004	6.175044e-008	6.099273e-008	9.643799e-009
1.445439770745908e+004	6.035245e-008	5.961190e-008	9.425468e-009
1.479108388168187e+004	5.898577e-008	5.826199e-008	9.212030e-009
1.513561248436188e+004	5.764974e-008	5.694235e-008	9.003376e-009
1.548816618912460e+004	5.634367e-008	5.565231e-008	8.799402e-009
1.584893192461092e+004	5.506692e-008	5.439123e-008	8.600008e-009
1.621810097358908e+004	5.381884e-008	5.315847e-008	8.405092e-009
1.659586907437538e+004	5.259882e-008	5.195341e-008	8.214556e-009
1.698243652461721e+004	5.140624e-008	5.077546e-008	8.028306e-009
1.737800828749351e+004	5.024049e-008	4.962401e-008	7.846245e-009
1.778279410038898e+004	4.910098e-008	4.849849e-008	7.668285e-009
1.819700858609958e+004	4.798713e-008	4.739831e-008	7.494331e-009
1.862087136662842e+004	4.689839e-008	4.632293e-008	7.324298e-009
1.905460717963221e+004	4.583419e-008	4.527179e-008	7.158098e-009
1.949844599758018e+004	4.479399e-008	4.424435e-008	6.995646e-009
1.995262314968852e+004	4.377727e-008	4.324010e-008	6.836860e-009
2.041737944669501e+004	4.278349e-008	4.225852e-008	6.681658e-009
2.089296130854010e+004	4.181215e-008	4.129910e-008	6.529961e-009
2.137962089502202e+004	4.086275e-008	4.036135e-008	6.381690e-009
2.187761623949522e+004	3.993481e-008	3.944480e-008	6.236770e-009
2.238721138568308e+004	3.902785e-008	3.854896e-008	6.095126e-009
2.290867652767740e+004	3.814139e-008	3.767338e-008	5.956684e-009
2.344228815319889e+004	3.727498e-008	3.681760e-008	5.821374e-009
2.398832919019456e+004	3.642817e-008	3.598118e-008	5.689125e-009
2.454708915684995e+004	3.560053e-008	3.516370e-008	5.559869e-009
2.511886431509544e+004	3.479163e-008	3.436472e-008	5.433539e-009
2.570395782768826e+004	3.400103e-008	3.358383e-008	5.310069e-009
2.630267991895344e+004	3.322835e-008	3.282062e-008	5.189396e-009
2.691534803926876e+004	3.247317e-008	3.207471e-008	5.071457e-009
2.754228703338126e+004	3.173509e-008	3.134569e-008	4.956189e-009
2.818382931264412e+004	3.101375e-008	3.063320e-008	4.843534e-009
2.884031503126564e+004	3.030875e-008	2.993686e-008	4.733432e-009
2.951209226666342e+004	2.961974e-008	2.925630e-008	4.625827e-009
3.019951720401971e+004	2.894636e-008	2.859118e-008	4.520662e-009
3.090295432513544e+004	2.828824e-008	2.794114e-008	4.417882e-009
3.162277660168332e+004	2.764506e-008	2.730584e-008	4.317433e-009
3.235936569296234e+004	2.701646e-008	2.668496e-008	4.219263e-009
3.311311214825861e+004	2.640213e-008	2.607817e-008	4.123320e-009
3.388441561391974e+004	2.580174e-008	2.548514e-008	4.029555e-009
3.467368504525264e+004	2.521498e-008	2.490558e-008	3.937918e-009
3.548133892335701e+004	2.464153e-008	2.433917e-008	3.848361e-009
3.630780547700958e+004	2.408111e-008	2.378562e-008	3.760837e-009
3.715352290971669e+004	2.353341e-008	2.324464e-008	3.675301e-009
3.801893963205554e+004	2.299814e-008	2.271595e-008	3.591706e-009
3.890451449942747e+004	2.247503e-008	2.219926e-008	3.510011e-009
3.981071705534912e+004	2.196381e-008	2.169430e-008	3.430170e-009
4.073802778041065e+004	2.146419e-008	2.120082e-008	3.352144e-009
4.168693834703291e+004	2.097593e-008	2.071855e-008	3.275890e-009
4.265795188015862e+004	2.049876e-008	2.024723e-008	3.201368e-009
4.365158322401593e+004	2.003243e-008	1.978662e-008	3.128539e-009
4.466835921509563e+004	1.957669e-008	1.933648e-008	3.057366e-009
4.570881896148680e+004	1.913132e-008	1.889657e-008	2.987810e-009
4.677351412871909e+004	1.869606e-008	1.846665e-008	2.919834e-009
4.786300923226309e+004	1.827070e-008	1.804651e-008	2.853404e-009
4.897788193684386e+004	1.785500e-008	1.763592e-008	2.788483e-009
5.011872336272644e+004	1.744876e-008	1.723465e-008	2.725038e-009
5.128613839913568e+004	1.705175e-008	1.684251e-008	2.663036e-009
5.248074602497643e+004	1.666376e-008	1.645929e-008	2.602442e-009
5.370317963702443e+004	1.628460e-008	1.608478e-008	2.543227e-009
5.495408738576159e+004	1.591406e-008	1.571878e-008	2.485358e-009
5.623413251903402e+004	1.555194e-008	1.536111e-008	2.428805e-009
5.754399373371479e+004	1.519805e-008	1.501157e-008	2.373537e-009
5.888436553555797e+004	1.485222e-008	1.466998e-008	2.319527e-009
6.025595860743483e+004	1.451425e-008	1.433615e-008	2.266745e-009
6.165950018614724e+004	1.418396e-008	1.400992e-008	2.215162e-009
6.309573444801832e+004	1.386119e-008	1.369110e-008	2.164754e-009
6.456542290346453e+004	1.354575e-008	1.337954e-008	2.115491e-009
6.606934480075855e+004	1.323750e-008	1.307507e-008	2.067349e-009
6.760829753919710e+004	1.293625e-008	1.277752e-008	2.020303e-009
6.918309709189255e+004	1.264185e-008	1.248673e-008	1.974326e-009
7.079457843841266e+004	1.235416e-008	1.220256e-008	1.929395e-009
7.244359600749785e+004	1.207300e-008	1.192486e-008	1.885486e-009
7.413102413009056e+004	1.179824e-008	1.165347e-008	1.842576e-009
7.585775750291716e+004	1.152974e-008	1.138826e-008	1.800642e-009
7.762471166286792e+004	1.126734e-008	1.112908e-008	1.759662e-009
7.943282347242687e+004	1.101091e-008	1.087580e-008	1.719615e-009
8.128305161640862e+004	1.076031e-008	1.062828e-008	1.680478e-009
8.317637711026576e+004	1.051542e-008	1.038639e-008	1.642232e-009
8.511380382023628e+004	1.027609e-008	1.015000e-008	1.604856e-009
8.709635899560666e+004	1.004222e-008	9.918995e-009	1.568331e-009
8.912509381337311e+004	9.813661e-009	9.693244e-009	1.532636e-009
9.120108393558950e+004	9.590305e-009	9.472628e-009	1.497754e-009
9.332543007969759e+004	9.372032e-009	9.257033e-009	1.463665e-009
9.549925860214204e+004	9.158724e-009	9.046343e-009	1.430353e-009
9.772372209557948e+004	8.950272e-009	8.840448e-009	1.397798e-009
9.999999999999837e+004	8.746562e-009	8.639238e-009	1.365983e-009
1.023292992280737e+005	8.547487e-009	8.442607e-009	1.334893e-009
1.047128548050882e+005	8.352943e-009	8.250449e-009	1.304510e-009
1.071519305237589e+005	8.162826e-009	8.062664e-009	1.274819e-009
1.096478196143167e+005	7.977035e-009	7.879153e-009	1.245804e-009
1.122018454301945e+005	7.795472e-009	7.699818e-009	1.217448e-009
1.148153621496864e+005	7.618040e-009	7.524564e-009	1.189738e-009
1.174897554939510e+005	7.444647e-009	7.353298e-009	1.162659e-009
1.202264434617393e+005	7.275200e-009	7.185930e-009	1.136195e-009
1.230268770812361e+005	7.109608e-009	7.022370e-009	1.110334e-009
1.258925411794147e+005	6.947785e-009	6.862533e-009	1.085062e-009
1.288249551693113e+005	6.789645e-009	6.706334e-009	1.060364e-009
1.318256738556385e+005	6.635104e-009	6.553689e-009	1.036229e-009
1.348962882591631e+005	6.484080e-009	6.404518e-009	1.012643e-009
1.380384264602862e+005	6.336494e-009	6.258742e-009	9.895940e-010
1.412537544622731e+005	6.192265e-009	6.116284e-009	9.670694e-010
1.445439770745904e+005	6.051320e-009	5.977068e-009	9.450574e-010
1.479108388168183e+005	5.913582e-009	5.841020e-009	9.235464e-010
1.513561248436183e+005	5.778980e-009	5.708069e-009	9.025249e-010
1.548816618912456e+005	5.647440e-009	5.578144e-009	8.819819e-010
1.584893192461087e+005	5.518894e-009	5.451176e-009	8.619065e-010
1.621810097358903e+005	5.393274e-009	5.327097e-009	8.422880e-010
1.659586907437533e+005	5.270514e-009	5.205842e-009	8.231160e-010
1.698243652461716e+005	5.150547e-009	5.087347e-009	8.043803e-010
1.737800828749346e+005	5.033311e-009	4.971550e-009	7.860710e-010
1.778279410038893e+005	4.918742e-009	4.858387e-009	7.681785e-010
1.819700858609953e+005	4.806782e-009	4.747801e-009	7.506932e-010
1.862087136662836e+005	4.697370e-009	4.639731e-009	7.336060e-010
1.905460717963215e+005	4.590448e-009	4.534122e-009	7.169075e-010
1.949844599758012e+005	4.485960e-009	4.430915e-009	7.005893e-010
1.995262314968846e+005	4.383850e-009	4.330058e-009	6.846423e-010
2.041737944669495e+005	4.284064e-009	4.231497e-009	6.690584e-010
2.089296130854004e+005	4.186549e-009	4.135179e-009	6.538292e-010
2.137962089502196e+005	4.091254e-009	4.041053e-009	6.389466e-010
2.187761623949515e+005	3.998128e-009	3.949070e-009	6.244027e-010
2.238721138568301e+005	3.907122e-009	3.859180e-009	6.101899e-010
2.290867652767734e+005	3.818187e-009	3.771336e-009	5.963006e-010
2.344228815319882e+005	3.731276e-009	3.685492e-009	5.827274e-010
2.398832919019449e+005	3.646343e-009	3.601601e-009	5.694631e-010
2.454708915684988e+005	3.563344e-009	3.519620e-009	5.565008e-010
2.511886431509537e+005	3.482234e-009	3.439506e-009	5.438336e-010
2.570395782768819e+005	3.402970e-009	3.361214e-009	5.314546e-010
2.630267991895336e+005	3.325510e-009	3.284705e-009	5.193574e-010
2.691534803926869e+005	3.249814e-009	3.209937e-009	5.075356e-010
2.754228703338119e+005	3.175840e-009	3.136871e-009	4.959829e-010
2.818382931264405e+005	3.103550e-009	3.065468e-009	4.846931e-010
2.884031503126556e+005	3.032905e-009	2.995691e-009	4.736603e-010
2.951209226666334e+005	2.963869e-009	2.927501e-009	4.628786e-010
3.019951720401964e+005	2.896404e-009	2.860864e-009	4.523423e-010
3.090295432513537e+005	2.830475e-009	2.795743e-009	4.420459e-010
3.162277660168324e+005	2.766046e-009	2.732105e-009	4.319838e-010
3.235936569296226e+005	2.703084e-009	2.669916e-009	4.221507e-010
3.311311214825853e+005	2.641555e-009	2.609142e-009	4.125415e-010
3.388441561391967e+005	2.581426e-009	2.549751e-009	4.031510e-010
3.467368504525256e+005	2.522666e-009	2.491712e-009	3.939743e-010
3.548133892335693e+005	2.465244e-009	2.434994e-009	3.850064e-010
3.630780547700950e+005	2.409128e-009	2.379567e-009	3.762426e-010
3.715352290971660e+005	2.354291e-009	2.325402e-009	3.676784e-010
3.801893963205545e+005	2.300701e-009	2.272470e-009	3.593091e-010
3.890451449942738e+005	2.248331e-009	2.220743e-009	3.511303e-010
3.981071705534903e+005	2.197153e-009	2.170193e-009	3.431376e-010
4.073802778041056e+005	2.147140e-009	2.120794e-009	3.353269e-010
4.168693834703281e+005	2.098265e-009	2.072519e-009	3.276940e-010
4.265795188015852e+005	2.050503e-009	2.025343e-009	3.202348e-010
4.365158322401583e+005	2.003828e-009	1.979241e-009	3.129454e-010
4.466835921509552e+005	1.958216e-009	1.934188e-009	3.058220e-010
4.570881896148669e+005	1.913642e-009	1.890161e-009	2.988606e-010
4.677351412871899e+005	1.870082e-009	1.847136e-009	2.920578e-010
4.786300923226299e+005	1.827514e-009	1.805090e-009	2.854098e-010
4.897788193684375e+005	1.785915e-009	1.764001e-009	2.789131e-010
5.011872336272634e+005	1.745263e-009	1.723848e-009	2.725643e-010
5.128613839913558e+005	1.705536e-009	1.684608e-009	2.663600e-010
5.248074602497633e+005	1.666713e-009	1.646262e-009	2.602969e-010
5.370317963702432e+005	1.628775e-009	1.608789e-009	2.543719e-010
5.495408738576148e+005	1.591699e-009	1.572168e-009	2.485817e-010
5.623413251903391e+005	1.555468e-009	1.536382e-009	2.429233e-010
5.754399373371467e+005	1.520061e-009	1.501409e-009	2.373937e-010
5.888436553555785e+005	1.485461e-009	1.467233e-009	2.319900e-010
6.025595860743470e+005	1.451647e-009	1.433835e-009	2.267092e-010
6.165950018614712e+005	1.418604e-009	1.401197e-009	2.215487e-010
6.309573444801820e+005	1.386313e-009	1.369302e-009	2.165057e-010
6.456542290346441e+005	1.354756e-009	1.338133e-009	2.115774e-010
6.606934480075843e+005	1.323919e-009	1.307674e-009	2.067613e-010
6.760829753919698e+005	1.293783e-009	1.277907e-009	2.020549e-010
6.918309709189242e+005	1.264333e-009	1.248819e-009	1.974556e-010
7.079457843841253e+005	1.235553e-009	1.220392e-009	1.929609e-010
7.244359600749771e+005	1.207428e-009	1.192613e-009	1.885686e-010
7.413102413009043e+005	1.179944e-009	1.165466e-009	1.842763e-010
7.585775750291703e+005	1.153085e-009	1.138936e-009	1.800816e-010
7.762471166286779e+005	1.126838e-009	1.113011e-009	1.759825e-010
7.943282347242674e+005	1.101188e-009	1.087676e-009	1.719767e-010
8.128305161640848e+005	1.076122e-009	1.062917e-009	1.680620e-010
8.317637711026561e+005	1.051626e-009	1.038722e-009	1.642364e-010
8.511380382023612e+005	1.027688e-009	1.015078e-009	1.604980e-010
8.709635899560649e+005	1.004295e-009	9.919723e-010	1.568446e-010
8.912509381337294e+005	9.814349e-010	9.693923e-010	1.532744e-010
9.120108393558932e+005	9.590948e-010	9.473263e-010	1.497854e-010
9.332543007969741e+005	9.372632e-010	9.257625e-010	1.463759e-010
9.549925860214186e+005	9.159284e-010	9.046897e-010	1.430440e-010
9.772372209557928e+005	8.950794e-010	8.840964e-010	1.397879e-010
9.999999999999817e+005	8.747049e-010	8.639719e-010	1.366060e-010
1.023292992280735e+006	8.547942e-010	8.443056e-010	1.334964e-010
1.047128548050880e+006	8.353367e-010	8.250868e-010	1.304577e-010
1.071519305237587e+006	8.163222e-010	8.063056e-010	1.274881e-010
1.096478196143165e+006	7.977404e-010	7.879519e-010	1.245861e-010
1.122018454301943e+006	7.795817e-010	7.700159e-010	1.217502e-010
1.148153621496861e+006	7.618363e-010	7.524882e-010	1.189788e-010
1.174897554939508e+006	7.444947e-010	7.353595e-010	1.162705e-010
1.202264434617390e+006	7.275480e-010	7.186207e-010	1.136239e-010
1.230268770812359e+006	7.109870e-010	7.022629e-010	1.110375e-010
1.258925411794144e+006	6.948029e-010	6.862774e-010	1.085100e-010
1.288249551693110e+006	6.789873e-010	6.706559e-010	1.060400e-010
1.318256738556382e+006	6.635317e-010	6.553899e-010	1.036262e-010
1.348962882591628e+006	6.484279e-010	6.404714e-010	1.012674e-010
1.380384264602859e+006	6.336679e-010	6.258925e-010	9.896230e-011
1.412537544622727e+006	6.192438e-010	6.116455e-010	9.670964e-011
1.445439770745900e+006	6.051482e-010	5.977227e-010	9.450826e-011
1.479108388168179e+006	5.913733e-010	5.841169e-010	9.235699e-011
1.513561248436179e+006	5.779120e-010	5.708208e-010	9.025469e-011
1.548816618912452e+006	5.647571e-010	5.578273e-010	8.820025e-011
1.584893192461083e+006	5.519017e-010	5.451296e-010	8.619256e-011
1.621810097358899e+006	5.393389e-010	5.327210e-010	8.423058e-011
1.659586907437529e+006	5.270620e-010	5.205948e-010	8.231326e-011
1.698243652461712e+006	5.150647e-010	5.087446e-010	8.043958e-011
1.737800828749342e+006	5.033403e-010	4.971641e-010	7.860856e-011
1.778279410038889e+006	4.918829e-010	4.858473e-010	7.681920e-011
1.819700858609949e+006	4.806863e-010	4.747881e-010	7.507059e-011
1.862087136662832e+006	4.697445e-010	4.639806e-010	7.336177e-011
1.905460717963211e+006	4.590519e-010	4.534191e-010	7.169185e-011
1.949844599758008e+006	4.486026e-010	4.430980e-010	7.005995e-011
1.995262314968841e+006	4.383911e-010	4.330119e-010	6.846519e-011
2.041737944669490e+006	4.284121e-010	4.231553e-010	6.690674e-011
2.089296130853999e+006	4.186603e-010	4.135232e-010	6.538375e-011
2.137962089502191e+006	4.091304e-010	4.041102e-010	6.389544e-011
2.187761623949510e+006	3.998175e-010	3.949115e-010	6.244100e-011
2.238721138568296e+006	3.907165e-010	3.859223e-010	6.101967e-011
2.290867652767729e+006	3.818227e-010	3.771376e-010	5.963069e-011
2.344228815319877e+006	3.731314e-010	3.685529e-010	5.827333e-011
2.398832919019444e+006	3.646379e-010	3.601636e-010	5.694687e-011
2.454708915684983e+006	3.563377e-010	3.519653e-010	5.565060e-011
2.511886431509531e+006	3.482265e-010	3.439536e-010	5.438384e-011
2.570395782768813e+006	3.402999e-010	3.361242e-010	5.314591e-011
2.630267991895330e+006	3.325537e-010	3.284731e-010	5.193616e-011
2.691534803926863e+006	3.249838e-010	3.209962e-010	5.075395e-011
2.754228703338112e+006	3.175863e-010	3.136894e-010	4.959865e-011
2.818382931264398e+006	3.103572e-010	3.065490e-010	4.846965e-011
2.884031503126549e+006	3.032926e-010	2.995711e-010	4.736634e-011
2.951209226666328e+006	2.963888e-010	2.927520e-010	4.628815e-011
3.019951720401957e+006	2.896422e-010	2.860882e-010	4.523451e-011
3.090295432513529e+006	2.830491e-010	2.795760e-010	4.420484e-011
3.162277660168317e+006	2.766061e-010	2.732121e-010	4.319862e-011
3.235936569296219e+006	2.703098e-010	2.669930e-010	4.221530e-011
3.311311214825845e+006	2.641568e-010	2.609155e-010	4.125436e-011
3.388441561391958e+006	2.581439e-010	2.549763e-010	4.031530e-011
3.467368504525248e+006	2.522678e-010	2.491723e-010	3.939761e-011
3.548133892335684e+006	2.465255e-010	2.435005e-010	3.850081e-011
3.630780547700941e+006	2.409139e-010	2.379578e-010	3.762442e-011
3.715352290971651e+006	2.354300e-010	2.325412e-010	3.676799e-011
3.801893963205536e+006	2.300710e-010	2.272479e-010	3.593105e-011
3.890451449942728e+006	2.248339e-010	2.220751e-010	3.511316e-011
3.981071705534893e+006	2.197161e-010	2.170201e-010	3.431389e-011
4.073802778041046e+006	2.147147e-010	2.120801e-010	3.353281e-011
4.168693834703270e+006	2.098272e-010	2.072525e-010	3.276951e-011
4.265795188015841e+006	2.050510e-010	2.025349e-010	3.202358e-011
4.365158322401572e+006	2.003834e-010	1.979246e-010	3.129463e-011
4.466835921509542e+006	1.958222e-010	1.934193e-010	3.058228e-011
4.570881896148658e+006	1.913647e-010	1.890166e-010	2.988614e-011
4.677351412871888e+006	1.870087e-010	1.847140e-010	2.920585e-011
4.786300923226287e+006	1.827519e-010	1.805094e-010	2.854105e-011
4.897788193684363e+006	1.785919e-010	1.764005e-010	2.789137e-011
5.011872336272622e+006	1.745267e-010	1.723852e-010	2.725649e-011
5.128613839913545e+006	1.705540e-010	1.684612e-010	2.663605e-011
5.248074602497620e+006	1.666717e-010	1.646265e-010	2.602974e-011
5.370317963702418e+006	1.628778e-010	1.608792e-010	2.543723e-011
5.495408738576134e+006	1.591702e-010	1.572171e-010	2.485821e-011
5.623413251903377e+006	1.555471e-010	1.536384e-010	2.429237e-011
5.754399373371452e+006	1.520064e-010	1.501412e-010	2.373941e-011
5.888436553555770e+006	1.485463e-010	1.467236e-010	2.319903e-011
6.025595860743455e+006	1.451650e-010	1.433837e-010	2.267096e-011
6.165950018614695e+006	1.418606e-010	1.401199e-010	2.215490e-011
6.309573444801803e+006	1.386315e-010	1.369304e-010	2.165060e-011
6.456542290346422e+006	1.354758e-010	1.338135e-010	2.115777e-011
6.606934480075824e+006	1.323920e-010	1.307675e-010	2.067616e-011
6.760829753919679e+006	1.293784e-010	1.277909e-010	2.020551e-011
6.918309709189222e+006	1.264334e-010	1.248820e-010	1.974558e-011
7.079457843841233e+006	1.235554e-010	1.220394e-010	1.929612e-011
7.244359600749752e+006	1.207430e-010	1.192614e-010	1.885688e-011
7.413102413009022e+006	1.179945e-010	1.165467e-010	1.842765e-011
7.585775750291681e+006	1.153086e-010	1.138937e-010	1.800818e-011
7.762471166286756e+006	1.126839e-010	1.113012e-010	1.759827e-011
7.943282347242650e+006	1.101189e-010	1.087677e-010	1.719768e-011
8.128305161640823e+006	1.076123e-010	1.062918e-010	1.680621e-011
8.317637711026536e+006	1.051627e-010	1.038723e-010	1.642366e-011
8.511380382023586e+006	1.027689e-010	1.015079e-010	1.604981e-011
8.709635899560623e+006	1.004296e-010	9.919730e-011	1.568447e-011
8.912509381337266e+006	9.814356e-011	9.693930e-011	1.532745e-011
9.120108393558905e+006	9.590954e-011	9.473269e-011	1.497855e-011
9.332543007969713e+006	9.372637e-011	9.257631e-011	1.463760e-011
9.549925860214157e+006	9.159290e-011	9.046902e-011	1.430441e-011
9.772372209557900e+006	8.950799e-011	8.840969e-011	1.397880e-011
9.999999999999788e+006	8.747054e-011	8.639724e-011	1.366060e-011
1.023292992280732e+007	8.547947e-011	8.443060e-011	1.334965e-011
1.047128548050877e+007	8.353372e-011	8.250873e-011	1.304578e-011
1.071519305237583e+007	8.163226e-011	8.063060e-011	1.274882e-011
1.096478196143162e+007	7.977408e-011	7.879522e-011	1.245862e-011
1.122018454301939e+007	7.795820e-011	7.700162e-011	1.217503e-011
1.148153621496858e+007	7.618366e-011	7.524886e-011	1.189789e-011
1.174897554939504e+007	7.444950e-011	7.353598e-011	1.162706e-011
1.202264434617387e+007	7.275483e-011	7.186210e-011	1.136240e-011
1.230268770812355e+007	7.109872e-011	7.022632e-011	1.110376e-011
1.258925411794140e+007	6.948032e-011	6.862777e-011	1.085100e-011
1.288249551693106e+007	6.789876e-011	6.706561e-011	1.060400e-011
1.318256738556379e+007	6.635319e-011	6.553901e-011	1.036263e-011
1.348962882591625e+007	6.484280e-011	6.404716e-011	1.012674e-011
1.380384264602855e+007	6.336680e-011	6.258927e-011	9.896232e-012
1.412537544622724e+007	6.192440e-011	6.116457e-011	9.670966e-012
1.445439770745896e+007	6.051483e-011	5.977229e-011	9.450829e-012
1.479108388168175e+007	5.913734e-011	5.841171e-011	9.235702e-012
1.513561248436175e+007	5.779121e-011	5.708209e-011	9.025471e-012
1.548816618912448e+007	5.647572e-011	5.578275e-011	8.820026e-012
1.584893192461079e+007	5.519018e-011	5.451297e-011	8.619258e-012
1.621810097358895e+007	5.393390e-011	5.327211e-011	8.423060e-012
1.659586907437524e+007	5.270621e-011	5.205949e-011	8.231328e-012
1.698243652461707e+007	5.150647e-011	5.087447e-011	8.043960e-012
1.737800828749337e+007	5.033404e-011	4.971643e-011	7.860857e-012
1.778279410038884e+007	4.918830e-011	4.858474e-011	7.681922e-012
1.819700858609944e+007	4.806864e-011	4.747882e-011	7.507060e-012
1.862087136662827e+007	4.697446e-011	4.639807e-011	7.336179e-012
1.905460717963205e+007	4.590519e-011	4.534192e-011	7.169187e-012
1.949844599758003e+007	4.486026e-011	4.430981e-011	7.005996e-012
1.995262314968836e+007	4.383912e-011	4.330120e-011	6.846520e-012
2.041737944669485e+007	4.284122e-011	4.231554e-011	6.690674e-012
2.089296130853994e+007	4.186603e-011	4.135232e-011	6.538376e-012
2.137962089502185e+007	4.091305e-011	4.041103e-011	6.389544e-012
2.187761623949505e+007	3.998175e-011	3.949116e-011	6.244101e-012
2.238721138568290e+007	3.907166e-011	3.859223e-011	6.101967e-012
2.290867652767723e+007	3.818228e-011	3.771376e-011	5.963070e-012
2.344228815319870e+007	3.731314e-011	3.685529e-011	5.827334e-012
2.398832919019438e+007	3.646379e-011	3.601637e-011	5.694687e-012
2.454708915684976e+007	3.563377e-011	3.519653e-011	5.565061e-012
2.511886431509525e+007	3.482265e-011	3.439536e-011	5.438384e-012
2.570395782768807e+007	3.402999e-011	3.361243e-011	5.314592e-012
2.630267991895324e+007	3.325537e-011	3.284732e-011	5.193617e-012
2.691534803926856e+007	3.249839e-011	3.209962e-011	5.075395e-012
2.754228703338105e+007	3.175863e-011	3.136894e-011	4.959865e-012
2.818382931264391e+007	3.103572e-011	3.065490e-011	4.846965e-012
2.884031503126542e+007	3.032926e-011	2.995711e-011	4.736635e-012
2.951209226666320e+007	2.963888e-011	2.927520e-011	4.628816e-012
3.019951720401949e+007	2.896422e-011	2.860882e-011	4.523451e-012
3.090295432513522e+007	2.830491e-011	2.795760e-011	4.420485e-012
3.162277660168309e+007	2.766061e-011	2.732121e-011	4.319862e-012
3.235936569296210e+007	2.703098e-011	2.669930e-011	4.221530e-012
3.311311214825837e+007	2.641568e-011	2.609155e-011	4.125436e-012
3.388441561391950e+007	2.581439e-011	2.549763e-011	4.031530e-012
3.467368504525239e+007	2.522678e-011	2.491724e-011	3.939761e-012
3.548133892335676e+007	2.465255e-011	2.435005e-011	3.850081e-012
3.630780547700933e+007	2.409139e-011	2.379578e-011	3.762443e-012
3.715352290971643e+007	2.354300e-011	2.325412e-011	3.676799e-012
3.801893963205528e+007	2.300710e-011	2.272479e-011	3.593105e-012
3.890451449942719e+007	2.248339e-011	2.220751e-011	3.511316e-012
3.981071705534884e+007	2.197161e-011	2.170201e-011	3.431388e-012
4.073802778041036e+007	2.147147e-011	2.120801e-011	3.353281e-012
4.168693834703261e+007	2.098272e-011	2.072525e-011	3.276951e-012
4.265795188015831e+007	2.050510e-011	2.025349e-011	3.202358e-012
4.365158322401562e+007	2.003834e-011	1.979246e-011	3.129463e-012
4.466835921509531e+007	1.958221e-011	1.934193e-011	3.058228e-012
4.570881896148648e+007	1.913647e-011	1.890166e-011	2.988614e-012
4.677351412871877e+007	1.870087e-011	1.847140e-011	2.920585e-012
4.786300923226276e+007	1.827519e-011	1.805094e-011	2.854105e-012
4.897788193684352e+007	1.785919e-011	1.764005e-011	2.789137e-012
5.011872336272611e+007	1.745267e-011	1.723852e-011	2.725649e-012
5.128613839913534e+007	1.705540e-011	1.684612e-011	2.663605e-012
5.248074602497608e+007	1.666717e-011	1.646266e-011	2.602974e-012
5.370317963702407e+007	1.628778e-011	1.608792e-011	2.543723e-012
5.495408738576122e+007	1.591702e-011	1.572171e-011	2.485821e-012
5.623413251903364e+007	1.555471e-011	1.536384e-011	2.429237e-012
5.754399373371439e+007	1.520064e-011	1.501412e-011	2.373941e-012
5.888436553555757e+007	1.485463e-011	1.467236e-011	2.319903e-012
6.025595860743441e+007	1.451650e-011	1.433837e-011	2.267096e-012
6.165950018614683e+007	1.418606e-011	1.401199e-011	2.215490e-012
6.309573444801790e+007	1.386315e-011	1.369304e-011	2.165060e-012
6.456542290346409e+007	1.354758e-011	1.338135e-011	2.115777e-012
6.606934480075811e+007	1.323920e-011	1.307675e-011	2.067616e-012
6.760829753919666e+007	1.293784e-011	1.277909e-011	2.020551e-012
6.918309709189209e+007	1.264334e-011	1.248820e-011	1.974558e-012
7.079457843841220e+007	1.235554e-011	1.220393e-011	1.929612e-012
7.244359600749739e+007	1.207430e-011	1.192614e-011	1.885688e-012
7.413102413009009e+007	1.179945e-011	1.165467e-011	1.842765e-012
7.585775750291668e+007	1.153086e-011	1.138937e-011	1.800818e-012
7.762471166286743e+007	1.126839e-011	1.113012e-011	1.759827e-012
7.943282347242636e+007	1.101189e-011	1.087677e-011	1.719768e-012
8.128305161640808e+007	1.076123e-011	1.062918e-011	1.680621e-012
8.317637711026521e+007	1.051627e-011	1.038723e-011	1.642366e-012
8.511380382023571e+007	1.027689e-011	1.015079e-011	1.604981e-012
8.709635899560608e+007	1.004296e-011	9.919731e-012	1.568447e-012
8.912509381337252e+007	9.814356e-012	9.693930e-012	1.532745e-012
